modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-sentsim-3shot-seen-all-trim	en-cs	76.1	NA	77.7	71.9	73.6	64.8	74.6	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-cs	80.7	NA	NA	72.7	74.5	66.1	77.4	NA
xglm-topn-topic3shot-seen500-trim	en-cs	81.0	84.6	80.8	72.3	75.0	66.1	77.0	NA
xglm-rand-3shot-seen-all-trim	en-cs	78.3	NA	77.8	73.1	74.3	65.3	76.0	NA
xglm-topic3shot-seen500-nostop-trim	en-cs	81.2	84.9	80.4	73.2	74.8	66.2	77.5	NA
xglm-rand-3shot-seen-all-trim	en-cs	78.3	NA	77.8	73.1	74.3	65.3	76.0	NA
xglm-rand-keywords10-seen-all-trim	en-cs	76.7	83.0	75.8	73.5	74.2	66.3	77.0	NA
xglm-topic3shot-seen500-trim	en-cs	80.5	84.9	80.8	73.7	74.9	66.4	77.2	NA
xglm-base-trim	en-de	71.8	74.0	72.1	75.0	74.4	68.5	78.2	80.4
verbose-base-trim	en-de	77.3	79.2	73.5	75.5	76.6	70.6	80.0	82.9
xglm-label-trim	en-de	76.2	80.6	73.8	75.9	77.1	70.4	79.8	83.2
xglm-rand-label-trim	en-de	75.6	80.4	73.4	75.7	76.9	70.2	79.8	83.4
xglm-keywords10-seen200-trim	en-de	77.7	80.8	75.3	76.4	77.4	70.2	80.4	84.2
xglm-rand-keywords10-seen200-trim	en-de	76.5	81.2	73.7	75.9	77.1	70.1	80.3	84.1
xglm-keywords10-all500-trim	en-de	77.4	81.1	75.7	76.0	77.5	70.1	80.2	83.9
xglm-keywords30-seen200-trim	en-de	77.1	81.4	75.9	76.3	77.5	70.2	80.3	NA
xglm-topic3shot-seen200-trim	en-de	79.4	81.9	76.3	75.7	76.6	69.9	79.8	85.6
xglm-topic3shot-all500-trim	en-de	79.3	81.8	77.5	75.8	77.4	70.9	80.4	85.5
xglm-topic3shot-cc100-trim	en-de	78.9	81.4	77.2	75.6	77.9	70.7	80.2	86.5
xglm-topic1shot-seen200-trim	en-de	78.4	82.0	76.1	75.6	76.8	69.9	78.9	84.2
xglm-rand-topic3shot-seen200-trim	en-de	79.0	81.5	76.9	75.3	77.1	69.8	80.1	85.3
xglm-rand-domain3shot-langs-trim	en-de	79.5	82.5	78.5	76.0	77.3	71.3	80.9	NA
xglm-rand-domain3shot-all-trim	en-de	79.1	82.4	78.4	76.0	77.1	71.3	81.1	NA
xglm-truerand-3shot-langs-trim	en-de	79.5	82.2	77.5	76.2	77.6	70.6	81.0	NA
xglm-truerand-3shot-all-trim	en-de	79.0	82.0	78.0	76.1	77.2	70.2	80.2	NA
xglm-topic5shot-seen200-trim	en-de	79.2	82.4	77.1	75.9	76.8	69.5	80.1	NA
xglm-keywords10-cc100-trim	en-de	77.2	80.6	75.4	75.6	77.4	70.1	80.2	NA
xglm-keywords10-topic3shot-seen200-trim	en-de	79.5	82.0	76.4	75.6	76.9	69.9	79.8	NA
xglm-rand-domainkeywords10-langs-trim	en-de	76.7	81.2	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-de	76.6	81.0	75.6	75.9	77.2	69.9	80.0	NA
xglm-truerand-keywords10-langs-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-de	NA	NA	NA	NA	NA	NA	79.8	NA
xglm-topic3shot-seen500-trim	en-de	79.1	82.5	77.6	75.6	77.2	69.8	80.7	NA
xglm-topic3shot-seen1000-trim	en-de	79.0	82.3	78.1	75.6	76.6	70.4	79.7	NA
xglm-topic3shot-seen2000-trim	en-de	79.4	82.1	77.8	75.7	77.0	69.7	80.3	NA
xglm-topic3shot-all500-trim	en-de	79.3	81.8	77.5	75.8	77.4	70.9	80.4	85.5
xglm-topic3shot-all1000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-de	81.4	84.0	79.8	75.7	76.9	73.3	80.4	NA
xglm-sentsim-3shot-langs-trim	en-de	80.5	83.3	79.2	75.9	77.9	73.8	80.3	NA
xglm-sentsim-3shot-all-trim	en-de	80.1	82.8	78.0	76.0	77.6	73.3	80.7	NA
xglm-topic3shot-lang200-trim	en-de	80.0	82.5	78.5	76.2	77.4	71.1	80.7	NA
xglm-topic3shot-lang500-trim	en-de	79.7	82.7	78.7	76.3	77.6	71.4	80.9	NA
xglm-topic3shot-domain200-trim	en-de	79.3	82.3	78.1	75.9	NA	NA	80.7	NA
xglm-topic3shot-domain500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-de	76.4	79.8	74.6	NA	NA	68.9	78.4	NA
xglm-sentsim-3shot-seen-all-trim	en-de	NA	NA	76.2	74.8	75.9	68.8	79.0	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-de	79.4	NA	76.7	75.7	76.7	70.4	80.0	NA
xglm-topn-topic3shot-seen500-trim	en-de	79.2	82.5	78.1	75.3	77.1	69.7	80.2	NA
xglm-rand-3shot-seen-all-trim	en-de	77.0	80.5	75.2	75.3	76.7	69.8	79.4	NA
xglm-topic3shot-seen500-nostop-trim	en-de	79.1	82.3	NA	75.8	77.3	69.8	79.8	NA
xglm-rand-3shot-seen-all-trim	en-de	77.0	80.5	75.2	75.3	76.7	69.8	79.4	NA
xglm-rand-keywords10-seen-all-trim	en-de	76.9	81.2	75.6	76.2	77.2	70.4	80.2	NA
xglm-topic3shot-seen500-trim	en-de	79.1	82.5	77.6	75.6	77.2	69.8	80.7	NA
xglm-base-trim	en-fi	65.4	68.8	68.4	70.3	70.3	NA	71.3	70.2
verbose-base-trim	en-fi	77.8	79.6	73.5	75.6	78.2	NA	80.9	75.6
xglm-label-trim	en-fi	72.1	77.3	70.9	75.0	76.4	NA	78.3	73.3
xglm-rand-label-trim	en-fi	72.0	77.6	71.4	74.2	75.7	NA	79.2	72.9
xglm-keywords10-seen200-trim	en-fi	72.8	78.2	73.2	75.2	77.6	NA	80.8	74.2
xglm-rand-keywords10-seen200-trim	en-fi	74.5	79.2	71.8	75.3	77.9	NA	80.5	74.5
xglm-keywords10-all500-trim	en-fi	73.9	79.5	74.1	75.5	77.3	NA	80.4	74.1
xglm-keywords30-seen200-trim	en-fi	73.7	78.6	72.9	75.5	77.6	NA	80.4	NA
xglm-topic3shot-seen200-trim	en-fi	79.4	82.4	77.3	76.0	79.0	NA	80.8	77.0
xglm-topic3shot-all500-trim	en-fi	78.5	82.1	77.3	76.0	77.7	NA	81.4	78.1
xglm-topic3shot-cc100-trim	en-fi	79.2	80.3	77.2	75.4	78.7	NA	81.0	79.3
xglm-topic1shot-seen200-trim	en-fi	77.3	81.4	76.0	75.2	77.5	NA	79.4	75.5
xglm-rand-topic3shot-seen200-trim	en-fi	78.6	80.1	77.4	75.4	78.3	NA	80.2	77.9
xglm-rand-domain3shot-langs-trim	en-fi	80.0	82.9	79.7	77.4	80.0	NA	82.6	NA
xglm-rand-domain3shot-all-trim	en-fi	79.6	82.1	79.2	76.1	78.9	NA	82.0	NA
xglm-truerand-3shot-langs-trim	en-fi	80.7	81.0	78.8	76.9	79.8	NA	82.3	NA
xglm-truerand-3shot-all-trim	en-fi	79.3	81.4	78.5	76.5	79.0	NA	81.2	NA
xglm-topic5shot-seen200-trim	en-fi	79.1	81.9	77.5	75.8	78.7	NA	81.4	NA
xglm-keywords10-cc100-trim	en-fi	76.0	79.0	73.2	75.2	77.6	NA	80.2	NA
xglm-keywords10-topic3shot-seen200-trim	en-fi	79.4	81.8	77.5	75.7	79.0	NA	81.5	NA
xglm-rand-domainkeywords10-langs-trim	en-fi	NA	NA	74.0	74.8	77.7	NA	80.7	NA
xglm-rand-domainkeywords10-all-trim	en-fi	71.6	79.5	73.1	74.9	78.1	NA	79.8	NA
xglm-truerand-keywords10-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fi	71.7	79.0	71.6	75.0	78.2	NA	79.8	NA
xglm-topic3shot-seen500-trim	en-fi	79.3	82.5	78.3	76.0	78.5	NA	81.5	NA
xglm-topic3shot-seen1000-trim	en-fi	79.7	82.3	78.3	75.9	78.8	NA	80.8	NA
xglm-topic3shot-seen2000-trim	en-fi	78.8	83.0	78.4	76.6	79.0	NA	80.3	NA
xglm-topic3shot-all500-trim	en-fi	78.5	82.1	77.3	76.0	77.7	NA	81.4	78.1
xglm-topic3shot-all1000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fi	83.3	87.5	81.7	77.9	80.8	NA	82.8	NA
xglm-sentsim-3shot-langs-trim	en-fi	82.2	86.6	80.8	76.9	81.3	NA	82.5	NA
xglm-sentsim-3shot-all-trim	en-fi	80.0	86.3	79.0	76.7	79.9	NA	81.7	NA
xglm-topic3shot-lang200-trim	en-fi	81.0	83.5	78.6	76.7	79.7	NA	82.6	NA
xglm-topic3shot-lang500-trim	en-fi	NA	82.6	79.4	77.1	79.6	NA	81.8	NA
xglm-topic3shot-domain200-trim	en-fi	79.5	83.3	78.5	76.1	NA	NA	81.8	NA
xglm-topic3shot-domain500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fi	75.0	77.0	75.1	NA	NA	NA	79.0	NA
xglm-sentsim-3shot-seen-all-trim	en-fi	76.3	NA	77.0	74.4	77.6	NA	80.0	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fi	78.9	NA	77.2	75.8	79.1	NA	81.3	NA
xglm-topn-topic3shot-seen500-trim	en-fi	79.6	81.3	78.8	75.7	79.0	NA	81.5	NA
xglm-rand-3shot-seen-all-trim	en-fi	76.4	77.8	76.7	75.0	78.2	NA	80.5	NA
xglm-topic3shot-seen500-nostop-trim	en-fi	79.0	82.2	78.5	76.1	78.9	NA	81.1	NA
xglm-rand-3shot-seen-all-trim	en-fi	76.4	77.8	76.7	75.0	78.2	NA	80.5	NA
xglm-rand-keywords10-seen-all-trim	en-fi	73.4	79.3	74.0	75.2	77.2	NA	80.9	NA
xglm-topic3shot-seen500-trim	en-fi	79.3	82.5	78.3	76.0	78.5	NA	81.5	NA
xglm-base-trim	en-fr	75.2	79.6	72.9	72.6	73.9	68.7	78.9	82.4
verbose-base-trim	en-fr	78.4	83.0	73.5	73.7	76.2	70.9	80.7	82.7
xglm-label-trim	en-fr	79.2	83.7	73.7	75.2	76.7	69.7	81.2	84.7
xglm-rand-label-trim	en-fr	78.8	83.3	73.9	74.8	76.7	69.4	81.0	84.5
xglm-keywords10-seen200-trim	en-fr	79.1	84.6	75.6	75.6	77.5	69.9	81.4	85.4
xglm-rand-keywords10-seen200-trim	en-fr	79.4	84.3	75.0	75.2	77.6	69.9	81.2	85.9
xglm-keywords10-all500-trim	en-fr	80.0	84.3	75.4	75.3	77.4	69.8	81.7	85.3
xglm-keywords30-seen200-trim	en-fr	79.6	84.9	75.6	75.7	77.2	70.1	81.8	NA
xglm-topic3shot-seen200-trim	en-fr	80.6	85.2	76.5	74.8	77.6	70.2	80.8	85.5
xglm-topic3shot-all500-trim	en-fr	81.0	85.0	76.9	75.7	77.6	70.9	81.6	86.3
xglm-topic3shot-cc100-trim	en-fr	80.8	85.3	76.9	75.3	78.1	70.6	81.5	87.0
xglm-topic1shot-seen200-trim	en-fr	79.6	85.3	76.6	74.9	77.3	69.6	80.7	85.0
xglm-rand-topic3shot-seen200-trim	en-fr	80.5	84.9	75.7	75.1	76.7	69.7	81.4	85.6
xglm-rand-domain3shot-langs-trim	en-fr	81.4	85.7	78.4	76.0	78.1	71.0	82.2	NA
xglm-rand-domain3shot-all-trim	en-fr	80.8	85.5	77.5	75.9	78.1	70.1	82.1	NA
xglm-truerand-3shot-langs-trim	en-fr	81.3	85.4	77.6	76.2	78.1	70.7	81.8	NA
xglm-truerand-3shot-all-trim	en-fr	80.5	85.5	77.3	76.3	78.0	70.4	81.7	NA
xglm-topic5shot-seen200-trim	en-fr	80.3	85.4	76.2	75.6	77.4	70.1	80.9	NA
xglm-keywords10-cc100-trim	en-fr	80.0	83.7	75.2	75.3	77.6	69.6	81.2	NA
xglm-keywords10-topic3shot-seen200-trim	en-fr	81.0	85.1	76.5	75.7	77.6	70.0	81.4	NA
xglm-rand-domainkeywords10-langs-trim	en-fr	79.7	83.8	75.1	75.7	77.3	69.2	81.5	NA
xglm-rand-domainkeywords10-all-trim	en-fr	79.0	84.4	NA	75.3	77.7	69.6	81.2	NA
xglm-truerand-keywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fr	79.7	83.9	75.4	75.1	77.3	69.7	81.7	NA
xglm-topic3shot-seen500-trim	en-fr	81.2	85.4	77.9	75.9	77.3	70.2	81.3	NA
xglm-topic3shot-seen1000-trim	en-fr	80.8	85.4	77.5	75.4	77.4	70.1	81.0	NA
xglm-topic3shot-seen2000-trim	en-fr	81.3	85.2	77.6	75.6	77.6	70.0	81.4	NA
xglm-topic3shot-all500-trim	en-fr	81.0	85.0	76.9	75.7	77.6	70.9	81.6	86.3
xglm-topic3shot-all1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fr	82.4	87.0	79.1	75.9	77.9	75.6	81.6	NA
xglm-sentsim-3shot-langs-trim	en-fr	82.3	86.6	79.3	75.6	77.5	74.7	81.7	NA
xglm-sentsim-3shot-all-trim	en-fr	81.6	85.8	78.2	75.7	77.4	74.6	81.7	NA
xglm-topic3shot-lang200-trim	en-fr	81.5	85.8	77.7	76.0	78.3	71.6	81.7	NA
xglm-topic3shot-lang500-trim	en-fr	81.3	86.2	78.7	75.8	77.5	71.5	81.6	NA
xglm-topic3shot-domain200-trim	en-fr	80.9	85.0	NA	75.5	NA	NA	82.2	NA
xglm-topic3shot-domain500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fr	79.0	84.0	74.5	74.4	76.2	68.6	80.1	NA
xglm-sentsim-3shot-seen-all-trim	en-fr	79.5	85.0	76.4	74.6	76.3	69.2	80.3	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fr	80.8	NA	NA	75.7	77.6	70.1	81.4	NA
xglm-topn-topic3shot-seen500-trim	en-fr	81.2	85.5	77.4	75.1	77.5	69.8	81.8	NA
xglm-rand-3shot-seen-all-trim	en-fr	80.0	84.5	76.0	75.2	76.8	69.5	81.0	NA
xglm-topic3shot-seen500-nostop-trim	en-fr	81.0	85.4	77.0	75.5	77.4	70.5	81.3	NA
xglm-rand-3shot-seen-all-trim	en-fr	80.0	84.5	76.0	75.2	76.8	69.5	81.0	NA
xglm-rand-keywords10-seen-all-trim	en-fr	80.1	84.3	75.4	75.4	77.4	69.9	81.7	NA
xglm-topic3shot-seen500-trim	en-fr	81.2	85.4	77.9	75.9	77.3	70.2	81.3	NA
xglm-base-trim	en-lt	54.7	45.9	59.9	52.0	47.8	NA	47.3	58.7
verbose-base-trim	en-lt	48.7	44.4	60.7	52.0	46.2	NA	44.9	55.9
xglm-label-trim	en-lt	49.7	45.5	60.1	51.7	46.8	NA	44.0	59.2
xglm-rand-label-trim	en-lt	49.6	45.8	59.4	51.9	46.3	NA	45.4	57.3
xglm-keywords10-seen200-trim	en-lt	48.4	44.2	60.5	51.6	44.6	NA	44.4	56.9
xglm-rand-keywords10-seen200-trim	en-lt	47.4	45.0	59.2	52.2	45.4	NA	44.0	57.3
xglm-keywords10-all500-trim	en-lt	48.3	45.1	60.6	51.8	45.1	NA	44.5	57.5
xglm-keywords30-seen200-trim	en-lt	48.3	44.4	60.0	51.0	45.5	NA	44.4	NA
xglm-topic3shot-seen200-trim	en-lt	50.9	46.9	63.8	52.5	45.4	NA	44.2	57.8
xglm-topic3shot-all500-trim	en-lt	50.7	47.1	64.4	52.3	46.1	NA	44.8	59.5
xglm-topic3shot-cc100-trim	en-lt	50.5	46.7	65.0	52.2	46.9	NA	44.5	60.2
xglm-topic1shot-seen200-trim	en-lt	49.3	45.8	62.4	51.5	45.2	NA	43.5	55.1
xglm-rand-topic3shot-seen200-trim	en-lt	49.1	45.7	62.2	50.7	45.2	NA	43.2	57.7
xglm-rand-domain3shot-langs-trim	en-lt	50.2	48.5	66.1	51.7	47.1	NA	45.6	NA
xglm-rand-domain3shot-all-trim	en-lt	49.2	46.0	64.9	52.4	45.7	NA	44.9	NA
xglm-truerand-3shot-langs-trim	en-lt	50.3	46.8	65.8	52.0	46.1	NA	45.1	NA
xglm-truerand-3shot-all-trim	en-lt	49.4	47.0	64.8	52.2	45.8	NA	44.1	NA
xglm-topic5shot-seen200-trim	en-lt	50.5	46.8	63.6	51.9	45.8	NA	43.9	NA
xglm-keywords10-cc100-trim	en-lt	49.5	45.1	60.9	52.4	46.3	NA	43.6	NA
xglm-keywords10-topic3shot-seen200-trim	en-lt	50.4	46.6	63.4	52.4	45.7	NA	44.4	NA
xglm-rand-domainkeywords10-langs-trim	en-lt	48.5	43.7	60.4	49.7	43.0	NA	43.7	NA
xglm-rand-domainkeywords10-all-trim	en-lt	48.6	44.7	60.4	51.1	44.1	NA	43.0	NA
xglm-truerand-keywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-lt	47.2	44.5	60.3	51.0	44.9	NA	43.8	NA
xglm-topic3shot-seen500-trim	en-lt	49.4	46.5	64.6	52.2	45.3	NA	44.8	NA
xglm-topic3shot-seen1000-trim	en-lt	51.3	46.9	64.6	51.7	45.6	NA	43.6	NA
xglm-topic3shot-seen2000-trim	en-lt	50.3	46.7	64.5	52.5	45.6	NA	44.6	NA
xglm-topic3shot-all500-trim	en-lt	50.7	47.1	64.4	52.3	46.1	NA	44.8	59.5
xglm-topic3shot-all1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-lt	66.1	NA	73.1	57.7	NA	NA	52.3	NA
xglm-sentsim-3shot-langs-trim	en-lt	NA	NA	70.4	58.2	53.0	NA	52.2	NA
xglm-sentsim-3shot-all-trim	en-lt	54.1	NA	65.6	54.4	49.9	NA	48.9	NA
xglm-topic3shot-lang200-trim	en-lt	53.5	50.2	67.4	51.9	47.9	NA	46.3	NA
xglm-topic3shot-lang500-trim	en-lt	NA	49.6	67.3	52.8	47.4	NA	45.0	NA
xglm-topic3shot-domain200-trim	en-lt	52.2	47.5	65.3	52.0	NA	NA	44.4	NA
xglm-topic3shot-domain500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-lt	51.2	46.8	62.8	NA	47.0	NA	46.0	NA
xglm-sentsim-3shot-seen-all-trim	en-lt	55.0	NA	65.3	54.2	48.2	NA	46.4	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-lt	50.0	NA	NA	52.2	45.6	NA	44.7	NA
xglm-topn-topic3shot-seen500-trim	en-lt	49.6	46.0	65.4	52.0	45.3	NA	45.0	NA
xglm-rand-3shot-seen-all-trim	en-lt	50.7	47.3	63.9	52.6	47.6	NA	45.7	NA
xglm-topic3shot-seen500-nostop-trim	en-lt	50.8	46.4	64.8	51.9	46.2	NA	44.9	NA
xglm-rand-3shot-seen-all-trim	en-lt	50.7	47.3	63.9	52.6	47.6	NA	45.7	NA
xglm-rand-keywords10-seen-all-trim	en-lt	46.9	44.6	60.8	51.5	45.3	NA	43.9	NA
xglm-topic3shot-seen500-trim	en-lt	49.4	46.5	64.6	52.2	45.3	NA	44.8	NA
xglm-base-trim	en-ro	66.5	79.2	70.9	74.1	72.5	65.7	77.1	73.4
verbose-base-trim	en-ro	78.4	83.9	72.7	75.7	76.7	69.8	81.9	77.3
xglm-label-trim	en-ro	73.9	84.2	71.2	74.9	75.2	67.2	79.6	76.6
xglm-rand-label-trim	en-ro	72.1	82.9	71.6	74.4	75.5	66.5	80.1	76.2
xglm-keywords10-seen200-trim	en-ro	75.4	84.5	74.3	75.5	76.3	67.6	80.8	78.3
xglm-rand-keywords10-seen200-trim	en-ro	76.0	84.4	72.4	75.4	76.7	66.8	80.2	77.9
xglm-keywords10-all500-trim	en-ro	76.6	84.0	74.7	75.7	76.6	67.6	80.7	77.8
xglm-keywords30-seen200-trim	en-ro	76.6	84.3	74.7	76.5	77.7	67.9	81.0	NA
xglm-topic3shot-seen200-trim	en-ro	79.8	85.7	76.4	76.0	76.8	68.6	80.7	80.2
xglm-topic3shot-all500-trim	en-ro	79.7	86.0	76.9	76.1	77.0	69.3	80.9	79.7
xglm-topic3shot-cc100-trim	en-ro	80.4	85.4	76.8	76.8	77.4	68.8	80.7	80.8
xglm-topic1shot-seen200-trim	en-ro	77.3	85.9	75.2	73.8	75.7	67.8	80.1	78.6
xglm-rand-topic3shot-seen200-trim	en-ro	79.2	85.0	76.0	75.5	76.9	67.6	80.8	79.8
xglm-rand-domain3shot-langs-trim	en-ro	81.1	86.6	78.5	78.2	78.0	70.3	82.0	NA
xglm-rand-domain3shot-all-trim	en-ro	79.7	86.0	78.1	76.5	77.4	69.5	81.9	NA
xglm-truerand-3shot-langs-trim	en-ro	80.4	86.0	78.2	78.0	78.0	69.1	82.1	NA
xglm-truerand-3shot-all-trim	en-ro	79.4	85.5	77.9	76.8	77.1	68.5	81.3	NA
xglm-topic5shot-seen200-trim	en-ro	80.0	86.0	76.8	76.7	77.0	68.7	80.9	NA
xglm-keywords10-cc100-trim	en-ro	76.6	84.4	73.7	75.9	76.4	65.9	79.9	NA
xglm-keywords10-topic3shot-seen200-trim	en-ro	79.9	85.6	76.5	76.5	77.3	68.6	81.2	NA
xglm-rand-domainkeywords10-langs-trim	en-ro	76.1	84.2	74.4	75.7	76.3	67.8	80.9	NA
xglm-rand-domainkeywords10-all-trim	en-ro	74.1	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-ro	74.0	84.2	73.6	75.2	76.2	66.6	80.2	NA
xglm-topic3shot-seen500-trim	en-ro	80.1	85.9	77.8	75.9	76.6	68.2	80.7	NA
xglm-topic3shot-seen1000-trim	en-ro	79.8	85.8	77.0	75.9	76.6	68.4	80.1	NA
xglm-topic3shot-seen2000-trim	en-ro	79.8	85.4	77.7	76.0	76.5	68.4	80.9	NA
xglm-topic3shot-all500-trim	en-ro	79.7	86.0	76.9	76.1	77.0	69.3	80.9	79.7
xglm-topic3shot-all1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
