modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-domain200-trim	en-cs	80.3	85.2	80.3	74.1	74.9	66.2	78.1	NA
xglm-domain3shot-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-cs	80.9	85.0	81.2	74.9	76.2	66.7	78.4	NA
xglm-rand-topic3shot-seen200-trim	en-cs	80.2	83.9	78.6	73.1	74.5	65.9	77.2	79.1
xglm-base-trim	en-de	71.8	74.0	72.1	75.0	74.4	68.5	78.2	80.4
xglm-label-trim	en-de	76.2	80.6	73.8	75.9	77.1	70.4	79.8	83.2
xglm-keywords10-seen500-trim	en-de	77.6	81.2	75.8	75.9	77.4	70.1	80.0	NA
xglm-topic3shot-seen500-trim	en-de	79.1	82.5	77.6	75.6	77.2	69.8	80.7	NA
xglm-rand-label-trim	en-de	75.6	80.4	73.4	75.7	76.9	70.2	79.8	83.4
verbose-base-trim	en-de	77.3	79.2	73.5	75.5	76.6	70.6	80.0	82.9
xglm-keywords30-seen500-trim	en-de	77.5	81.3	76.3	75.8	77.7	70.2	80.1	NA
xglm-rand-keywords10-seen500-trim	en-de	76.5	81.3	75.4	76.0	77.3	70.2	80.1	NA
xglm-rand-keywords10-seen-all-trim	en-de	76.9	81.2	75.6	76.2	77.2	70.4	80.2	NA
xglm-rand-topic3shot-seen500-trim	en-de	79.1	82.5	77.6	75.6	77.2	69.8	80.7	NA
xglm-rand-3shot-seen-all-trim	en-de	77.0	80.5	75.2	75.3	76.7	69.8	79.4	NA
xglm-bm25-3shot-seen-all-trim	en-de	76.4	79.8	74.6	73.8	76.0	68.9	78.5	NA
xglm-sentsim-3shot-seen-all-trim	en-de	76.3	80.6	76.2	74.8	75.9	68.8	79.0	NA
xglm-topic1shot-seen500-trim	en-de	78.1	81.3	75.9	74.8	76.3	69.0	79.8	NA
xglm-topic5shot-seen500-trim	en-de	79.5	82.4	78.2	75.8	77.4	70.3	80.1	NA
xglm-topic3shot-seen200-trim	en-de	79.4	81.9	76.3	75.7	76.6	69.9	79.8	85.6
xglm-topic3shot-seen1000-trim	en-de	79.0	82.3	78.1	75.6	76.6	70.4	79.7	NA
xglm-bm25-3shot-langs-trim	en-de	81.5	84.0	79.8	75.8	76.9	73.4	80.3	NA
xglm-sentsim-3shot-langs-trim	en-de	80.5	83.2	79.3	75.9	77.9	73.8	80.2	NA
xglm-topic3shot-lang500-trim	en-de	79.7	82.7	78.7	76.3	77.6	71.4	80.9	NA
xglm-topic3shot-domain200-trim	en-de	79.3	82.3	78.1	75.9	77.3	71.3	80.8	NA
xglm-domain3shot-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-de	79.5	82.2	77.5	76.2	77.6	70.6	81.0	NA
xglm-rand-topic3shot-seen200-trim	en-de	79.0	81.5	76.9	75.3	77.1	69.8	80.1	85.3
xglm-base-trim	en-fi	65.4	68.8	68.4	70.3	70.3	NA	71.3	70.2
xglm-label-trim	en-fi	72.1	77.3	70.9	75.0	76.4	NA	78.3	73.3
xglm-keywords10-seen500-trim	en-fi	75.5	79.5	73.8	73.8	76.8	NA	80.5	NA
xglm-topic3shot-seen500-trim	en-fi	79.3	82.5	78.3	76.0	78.5	NA	81.5	NA
xglm-rand-label-trim	en-fi	72.0	77.6	71.4	74.2	75.7	NA	79.2	72.9
verbose-base-trim	en-fi	77.8	79.6	73.5	75.6	78.2	NA	80.9	75.6
xglm-keywords30-seen500-trim	en-fi	75.9	79.2	73.0	74.3	77.0	NA	80.7	NA
xglm-rand-keywords10-seen500-trim	en-fi	73.9	79.3	72.8	74.2	77.2	NA	80.4	NA
xglm-rand-keywords10-seen-all-trim	en-fi	73.4	79.3	74.0	75.2	77.2	NA	80.9	NA
xglm-rand-topic3shot-seen500-trim	en-fi	79.3	82.6	78.2	76.1	78.5	NA	81.4	NA
xglm-rand-3shot-seen-all-trim	en-fi	76.4	77.8	76.7	75.0	78.2	NA	80.5	NA
xglm-bm25-3shot-seen-all-trim	en-fi	75.0	76.9	75.0	74.0	75.7	NA	79.0	NA
xglm-sentsim-3shot-seen-all-trim	en-fi	76.3	78.1	77.0	74.5	77.5	NA	80.0	NA
xglm-topic1shot-seen500-trim	en-fi	76.1	81.4	75.8	74.7	77.4	NA	79.7	NA
xglm-topic5shot-seen500-trim	en-fi	79.7	82.6	79.0	77.3	79.0	NA	81.5	NA
xglm-topic3shot-seen200-trim	en-fi	79.4	82.4	77.3	76.0	79.0	NA	80.8	77.0
xglm-topic3shot-seen1000-trim	en-fi	79.7	82.3	78.3	75.9	78.8	NA	80.8	NA
xglm-bm25-3shot-langs-trim	en-fi	83.2	87.4	81.7	77.9	80.9	NA	82.8	NA
xglm-sentsim-3shot-langs-trim	en-fi	82.3	86.7	80.7	76.9	81.3	NA	82.5	NA
xglm-topic3shot-lang500-trim	en-fi	80.4	82.6	79.4	77.1	79.6	NA	81.8	NA
xglm-topic3shot-domain200-trim	en-fi	79.4	83.2	78.5	76.1	78.4	NA	81.8	NA
xglm-domain3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-fi	80.7	81.0	78.8	76.9	79.8	NA	82.3	NA
xglm-rand-topic3shot-seen200-trim	en-fi	78.6	80.1	77.4	75.4	78.3	NA	80.2	77.9
xglm-base-trim	en-fr	75.2	79.6	72.9	72.6	73.9	68.7	78.9	82.4
xglm-label-trim	en-fr	79.2	83.7	73.7	75.2	76.7	69.7	81.2	84.7
xglm-keywords10-seen500-trim	en-fr	80.4	84.2	76.1	75.7	77.3	69.8	81.7	NA
xglm-topic3shot-seen500-trim	en-fr	81.2	85.4	77.9	75.9	77.3	70.2	81.3	NA
xglm-rand-label-trim	en-fr	78.8	83.3	73.9	74.8	76.7	69.4	81.0	84.5
verbose-base-trim	en-fr	78.4	83.0	73.5	73.7	76.2	70.9	80.7	82.7
xglm-keywords30-seen500-trim	en-fr	80.2	84.6	75.7	75.7	77.6	69.8	81.4	NA
xglm-rand-keywords10-seen500-trim	en-fr	79.7	84.0	75.8	75.5	77.3	69.8	81.6	NA
xglm-rand-keywords10-seen-all-trim	en-fr	80.1	84.3	75.4	75.4	77.4	69.9	81.7	NA
xglm-rand-topic3shot-seen500-trim	en-fr	81.2	85.3	77.8	75.9	77.3	70.2	81.3	NA
xglm-rand-3shot-seen-all-trim	en-fr	80.0	84.5	76.0	75.2	76.8	69.5	81.0	NA
xglm-bm25-3shot-seen-all-trim	en-fr	78.9	84.0	74.5	74.4	76.3	68.6	80.1	NA
xglm-sentsim-3shot-seen-all-trim	en-fr	79.6	85.0	76.4	74.5	76.3	69.2	80.3	NA
xglm-topic1shot-seen500-trim	en-fr	80.1	85.2	75.4	75.2	76.1	69.8	80.6	NA
xglm-topic5shot-seen500-trim	en-fr	80.9	85.5	78.2	75.9	77.4	70.3	81.9	NA
xglm-topic3shot-seen200-trim	en-fr	80.6	85.2	76.5	74.8	77.6	70.2	80.8	85.5
xglm-topic3shot-seen1000-trim	en-fr	80.8	85.4	77.5	75.4	77.4	70.1	81.0	NA
xglm-bm25-3shot-langs-trim	en-fr	82.4	87.0	79.1	75.9	77.9	75.6	81.5	NA
xglm-sentsim-3shot-langs-trim	en-fr	82.3	86.5	79.3	75.6	77.5	74.7	81.7	NA
xglm-topic3shot-lang500-trim	en-fr	81.3	86.2	78.7	75.8	77.5	71.5	81.6	NA
xglm-topic3shot-domain200-trim	en-fr	80.8	85.0	77.6	75.5	77.4	70.7	82.2	NA
xglm-domain3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-fr	81.3	85.4	77.6	76.2	78.1	70.7	81.8	NA
xglm-rand-topic3shot-seen200-trim	en-fr	80.5	84.9	75.7	75.1	76.7	69.7	81.4	85.6
xglm-base-trim	en-lt	54.7	45.9	59.9	52.0	47.8	NA	47.3	58.7
xglm-label-trim	en-lt	49.7	45.5	60.1	51.7	46.8	NA	44.0	59.2
xglm-keywords10-seen500-trim	en-lt	48.8	44.9	61.2	51.1	45.4	NA	43.8	NA
xglm-topic3shot-seen500-trim	en-lt	49.4	46.5	64.6	52.2	45.3	NA	44.8	NA
xglm-rand-label-trim	en-lt	49.6	45.8	59.4	51.9	46.3	NA	45.4	57.3
verbose-base-trim	en-lt	48.7	44.4	60.7	52.0	46.2	NA	44.9	55.9
xglm-keywords30-seen500-trim	en-lt	48.4	44.6	60.1	50.4	44.9	NA	43.5	NA
xglm-rand-keywords10-seen500-trim	en-lt	47.8	44.4	60.6	51.7	46.0	NA	44.0	NA
xglm-rand-keywords10-seen-all-trim	en-lt	46.9	44.6	60.8	51.5	45.3	NA	43.9	NA
xglm-rand-topic3shot-seen500-trim	en-lt	49.3	46.4	64.4	52.0	45.3	NA	44.8	NA
xglm-rand-3shot-seen-all-trim	en-lt	50.7	47.3	63.9	52.6	47.6	NA	45.7	NA
xglm-bm25-3shot-seen-all-trim	en-lt	51.3	47.1	62.7	51.8	46.9	NA	46.0	NA
xglm-sentsim-3shot-seen-all-trim	en-lt	55.0	51.5	65.2	54.2	48.2	NA	46.5	NA
xglm-topic1shot-seen500-trim	en-lt	47.8	46.0	62.0	51.7	45.2	NA	42.8	NA
xglm-topic5shot-seen500-trim	en-lt	50.4	46.9	64.5	52.0	45.5	NA	44.7	NA
xglm-topic3shot-seen200-trim	en-lt	50.9	46.9	63.8	52.5	45.4	NA	44.2	57.8
xglm-topic3shot-seen1000-trim	en-lt	51.3	46.9	64.6	51.7	45.6	NA	43.6	NA
xglm-bm25-3shot-langs-trim	en-lt	66.1	58.0	73.0	57.6	54.6	NA	52.3	NA
xglm-sentsim-3shot-langs-trim	en-lt	63.2	56.9	70.4	58.1	53.0	NA	52.1	NA
xglm-topic3shot-lang500-trim	en-lt	51.5	49.6	67.3	52.8	47.4	NA	45.0	NA
xglm-topic3shot-domain200-trim	en-lt	52.1	47.5	65.4	52.2	45.2	NA	44.3	NA
xglm-domain3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-lt	50.3	46.8	65.8	52.0	46.1	NA	45.1	NA
xglm-rand-topic3shot-seen200-trim	en-lt	49.1	45.7	62.2	50.7	45.2	NA	43.2	57.7
xglm-base-trim	en-ro	66.5	79.2	70.9	74.1	72.5	65.7	77.1	73.4
xglm-label-trim	en-ro	73.9	84.2	71.2	74.9	75.2	67.2	79.6	76.6
xglm-keywords10-seen500-trim	en-ro	76.7	84.3	74.8	75.9	76.5	67.2	80.4	NA
xglm-topic3shot-seen500-trim	en-ro	80.1	85.9	77.8	75.9	76.6	68.2	80.7	NA
xglm-rand-label-trim	en-ro	72.1	82.9	71.6	74.4	75.5	66.5	80.1	76.2
verbose-base-trim	en-ro	78.4	83.9	72.7	75.7	76.7	69.8	81.9	77.3
xglm-keywords30-seen500-trim	en-ro	77.1	84.9	74.7	75.7	77.2	68.1	81.4	NA
xglm-rand-keywords10-seen500-trim	en-ro	75.4	84.7	73.0	75.6	76.4	67.3	80.0	NA
xglm-rand-keywords10-seen-all-trim	en-ro	75.4	84.3	73.7	75.9	76.4	67.4	80.1	NA
xglm-rand-topic3shot-seen500-trim	en-ro	80.0	85.8	77.7	75.9	76.6	68.3	80.8	NA
xglm-rand-3shot-seen-all-trim	en-ro	78.1	84.9	75.7	76.2	76.9	68.1	80.4	NA
xglm-bm25-3shot-seen-all-trim	en-ro	76.7	83.2	74.4	74.5	74.8	66.3	79.3	NA
xglm-sentsim-3shot-seen-all-trim	en-ro	77.5	84.7	76.4	75.2	75.9	67.3	80.4	NA
xglm-topic1shot-seen500-trim	en-ro	78.5	84.6	75.5	74.7	75.5	67.6	80.1	NA
xglm-topic5shot-seen500-trim	en-ro	80.4	85.8	78.3	76.1	77.1	68.9	81.2	NA
xglm-topic3shot-seen200-trim	en-ro	79.8	85.7	76.4	76.0	76.8	68.6	80.7	80.2
xglm-topic3shot-seen1000-trim	en-ro	79.8	85.8	77.0	75.9	76.6	68.4	80.1	NA
xglm-bm25-3shot-langs-trim	en-ro	83.7	87.7	80.4	77.2	78.1	75.2	82.3	NA
xglm-sentsim-3shot-langs-trim	en-ro	83.5	87.6	79.9	78.2	78.3	74.0	82.7	NA
xglm-topic3shot-lang500-trim	en-ro	81.3	86.9	79.1	77.2	78.2	71.1	81.9	NA
xglm-topic3shot-domain200-trim	en-ro	79.8	86.2	77.8	75.4	77.4	68.5	82.1	NA
xglm-domain3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-ro	80.4	86.0	78.2	78.0	78.0	69.1	82.1	NA
xglm-rand-topic3shot-seen200-trim	en-ro	79.2	85.0	76.0	75.5	76.9	67.6	80.8	79.8
xglm-base-trim	en-ta	NA	NA	39.5	46.9	35.9	28.9	37.9	38.7
xglm-label-trim	en-ta	NA	NA	49.3	47.9	38.5	29.3	39.6	43.4
xglm-keywords10-seen500-trim	en-ta	NA	NA	46.1	47.1	37.3	30.8	37.9	NA
xglm-topic3shot-seen500-trim	en-ta	NA	NA	51.8	48.7	36.5	31.3	39.4	NA
xglm-rand-label-trim	en-ta	NA	NA	47.9	47.4	38.4	30.1	39.3	42.7
verbose-base-trim	en-ta	NA	NA	48.9	46.1	36.1	32.2	38.7	41.0
xglm-keywords30-seen500-trim	en-ta	NA	NA	45.5	46.0	36.8	30.3	38.1	NA
xglm-rand-keywords10-seen500-trim	en-ta	NA	NA	45.7	47.3	37.9	30.5	38.3	NA
xglm-rand-keywords10-seen-all-trim	en-ta	NA	NA	46.1	47.5	37.9	30.3	37.8	NA
xglm-rand-topic3shot-seen500-trim	en-ta	NA	NA	51.7	48.7	36.7	31.3	39.5	NA
xglm-rand-3shot-seen-all-trim	en-ta	NA	NA	51.5	48.7	39.5	31.2	39.7	NA
xglm-bm25-3shot-seen-all-trim	en-ta	NA	NA	51.5	48.8	39.1	31.6	40.2	NA
xglm-sentsim-3shot-seen-all-trim	en-ta	NA	NA	52.9	49.8	39.2	33.2	40.2	NA
xglm-topic1shot-seen500-trim	en-ta	NA	NA	49.6	47.9	36.1	30.2	39.0	NA
xglm-topic5shot-seen500-trim	en-ta	NA	NA	51.4	49.1	37.2	31.6	39.0	NA
xglm-topic3shot-seen200-trim	en-ta	NA	NA	51.2	48.4	37.2	30.7	38.8	43.1
xglm-topic3shot-seen1000-trim	en-ta	NA	NA	51.6	48.5	36.7	30.9	38.4	NA
xglm-bm25-3shot-langs-trim	en-ta	NA	NA	63.3	58.0	52.0	60.4	48.6	NA
xglm-sentsim-3shot-langs-trim	en-ta	NA	NA	52.7	56.0	45.3	36.2	39.0	NA
xglm-topic3shot-lang500-trim	en-ta	NA	NA	53.2	48.9	42.3	33.7	39.7	NA
xglm-topic3shot-domain200-trim	en-ta	NA	NA	51.8	49.0	40.0	31.4	40.2	NA
xglm-domain3shot-all-trim	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	en-ta	NA	NA	51.3	48.0	38.0	31.2	38.3	NA
xglm-rand-topic3shot-seen200-trim	en-ta	NA	NA	49.7	47.6	36.2	30.8	38.7	43.0
xglm-base-trim	cs-en	82.4	81.3	77.3	76.3	77.8	66.6	80.7	79.1
xglm-label-trim	cs-en	83.1	82.4	81.3	77.4	79.0	68.6	81.9	NA
xglm-keywords10-seen500-trim	cs-en	83.2	82.9	79.5	77.5	79.3	66.3	81.6	NA
xglm-topic3shot-seen500-trim	cs-en	83.9	84.3	82.2	77.9	79.2	66.7	81.8	NA
xglm-rand-label-trim	cs-en	82.9	82.5	80.1	77.2	78.8	66.0	81.6	NA
verbose-base-trim	cs-en	72.5	73.6	72.4	72.0	71.7	62.6	73.1	NA
xglm-keywords30-seen500-trim	cs-en	83.1	82.9	80.0	77.5	79.2	64.9	81.9	NA
xglm-rand-keywords10-seen500-trim	cs-en	83.1	82.6	80.2	77.4	78.7	66.2	81.7	NA
xglm-rand-keywords10-seen-all-trim	cs-en	83.0	82.6	79.8	77.5	79.2	66.6	81.9	NA
xglm-rand-topic3shot-seen500-trim	cs-en	84.0	84.3	82.2	78.0	79.2	66.7	81.8	NA
xglm-rand-3shot-seen-all-trim	cs-en	76.4	73.7	74.3	74.0	71.8	57.8	75.2	NA
xglm-bm25-3shot-seen-all-trim	cs-en	76.3	73.2	73.9	73.7	71.7	57.8	75.2	NA
xglm-sentsim-3shot-seen-all-trim	cs-en	76.5	73.7	73.9	73.7	71.8	58.5	75.3	NA
xglm-topic1shot-seen500-trim	cs-en	82.2	83.5	80.3	77.3	79.1	66.9	81.5	NA
xglm-topic5shot-seen500-trim	cs-en	84.2	84.3	82.3	77.8	79.3	66.1	81.7	NA
xglm-topic3shot-seen200-trim	cs-en	83.9	82.7	77.9	77.1	79.1	65.8	81.4	76.5
xglm-topic3shot-seen1000-trim	cs-en	84.1	84.2	81.9	77.6	79.5	66.4	81.6	NA
xglm-bm25-3shot-langs-trim	cs-en	84.8	85.0	84.6	77.9	80.3	69.3	82.8	NA
xglm-sentsim-3shot-langs-trim	cs-en	85.0	84.7	84.0	78.2	79.9	68.9	82.5	NA
xglm-topic3shot-lang500-trim	cs-en	84.4	84.3	81.2	78.1	79.9	67.0	82.3	NA
xglm-topic3shot-domain200-trim	cs-en	84.2	84.1	82.5	78.0	79.9	68.2	82.6	NA
xglm-domain3shot-all-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	cs-en	83.4	83.5	81.3	78.3	79.9	NA	82.4	NA
xglm-rand-topic3shot-seen200-trim	cs-en	82.2	81.7	76.9	75.7	77.3	65.8	80.2	NA
xglm-base-trim	fr-en	82.7	83.9	78.0	79.2	81.2	73.2	84.8	87.6
xglm-label-trim	fr-en	83.1	85.1	80.7	79.7	81.8	73.9	85.3	NA
xglm-keywords10-seen500-trim	fr-en	83.3	85.0	80.1	79.3	81.7	72.9	85.2	NA
xglm-topic3shot-seen500-trim	fr-en	83.9	86.2	81.5	79.8	82.0	72.8	85.3	NA
xglm-rand-label-trim	fr-en	83.0	84.6	79.8	79.4	81.8	73.0	85.2	NA
verbose-base-trim	fr-en	80.4	83.2	75.6	78.0	79.2	73.2	82.9	NA
xglm-keywords30-seen500-trim	fr-en	83.1	85.0	79.4	79.3	81.6	72.9	85.0	NA
xglm-rand-keywords10-seen500-trim	fr-en	83.0	85.0	79.8	79.4	81.6	72.9	85.0	NA
xglm-rand-keywords10-seen-all-trim	fr-en	83.3	85.1	79.3	79.3	81.7	73.3	85.2	NA
xglm-rand-topic3shot-seen500-trim	fr-en	83.9	86.2	81.5	79.8	82.0	72.8	85.3	NA
xglm-rand-3shot-seen-all-trim	fr-en	76.2	77.1	71.7	73.0	73.2	65.7	77.1	NA
xglm-bm25-3shot-seen-all-trim	fr-en	76.0	76.8	71.5	72.4	72.9	65.7	76.9	NA
xglm-sentsim-3shot-seen-all-trim	fr-en	76.1	77.3	71.7	72.6	73.4	66.2	77.2	NA
xglm-topic1shot-seen500-trim	fr-en	81.5	85.6	80.3	79.4	81.7	73.1	85.3	NA
xglm-topic5shot-seen500-trim	fr-en	83.9	86.4	81.8	79.9	82.0	72.9	85.4	NA
xglm-topic3shot-seen200-trim	fr-en	83.5	85.3	81.3	78.9	81.4	73.1	85.0	87.4
xglm-topic3shot-seen1000-trim	fr-en	83.6	86.3	81.3	79.6	81.7	72.9	85.2	NA
xglm-bm25-3shot-langs-trim	fr-en	84.6	86.8	84.3	79.6	81.8	72.4	85.2	NA
xglm-sentsim-3shot-langs-trim	fr-en	84.3	86.8	83.3	79.6	82.0	72.3	85.4	NA
xglm-topic3shot-lang500-trim	fr-en	83.6	86.6	81.7	79.5	81.7	73.7	85.4	NA
xglm-topic3shot-domain200-trim	fr-en	83.5	86.3	82.0	80.2	82.1	73.5	85.6	NA
xglm-domain3shot-all-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	fr-en	83.4	85.6	81.2	79.7	82.2	NA	85.5	NA
xglm-rand-topic3shot-seen200-trim	fr-en	82.4	84.8	79.1	78.3	80.9	73.1	84.6	NA
xglm-base-trim	lt-en	62.4	62.5	55.6	54.3	56.7	NA	58.6	63.7
xglm-label-trim	lt-en	65.5	65.0	63.4	54.2	58.1	NA	59.7	NA
xglm-keywords10-seen500-trim	lt-en	67.4	67.1	63.7	56.9	59.4	NA	60.4	NA
xglm-topic3shot-seen500-trim	lt-en	70.2	70.7	66.2	58.2	58.3	NA	60.1	NA
xglm-rand-label-trim	lt-en	64.0	62.7	60.7	54.6	57.0	NA	58.7	NA
verbose-base-trim	lt-en	65.9	67.1	60.1	59.5	61.4	NA	63.7	NA
xglm-keywords30-seen500-trim	lt-en	67.8	67.4	64.0	57.5	59.7	NA	60.1	NA
xglm-rand-keywords10-seen500-trim	lt-en	64.4	64.8	61.8	54.9	57.6	NA	59.2	NA
xglm-rand-keywords10-seen-all-trim	lt-en	66.3	65.3	61.9	56.1	58.8	NA	60.7	NA
xglm-rand-topic3shot-seen500-trim	lt-en	70.3	70.7	66.2	58.2	58.3	NA	60.1	NA
xglm-rand-3shot-seen-all-trim	lt-en	70.9	71.6	69.7	69.1	68.1	NA	72.3	NA
xglm-bm25-3shot-seen-all-trim	lt-en	70.8	71.7	69.5	69.6	68.1	NA	72.3	NA
xglm-sentsim-3shot-seen-all-trim	lt-en	70.9	71.6	69.7	69.4	68.1	NA	72.4	NA
xglm-topic1shot-seen500-trim	lt-en	64.0	68.3	62.4	55.8	57.3	NA	58.1	NA
xglm-topic5shot-seen500-trim	lt-en	70.9	71.2	67.9	58.1	59.0	NA	60.3	NA
xglm-topic3shot-seen200-trim	lt-en	71.0	65.7	64.6	54.9	56.5	NA	56.9	59.8
xglm-topic3shot-seen1000-trim	lt-en	71.2	70.9	64.6	56.3	57.8	NA	59.7	NA
xglm-bm25-3shot-langs-trim	lt-en	77.0	75.3	74.9	61.8	65.8	NA	67.9	NA
xglm-sentsim-3shot-langs-trim	lt-en	76.8	75.9	73.2	64.9	67.3	NA	69.2	NA
xglm-topic3shot-lang500-trim	lt-en	71.8	71.6	67.4	61.0	62.9	NA	65.6	NA
xglm-topic3shot-domain200-trim	lt-en	71.9	71.3	67.2	58.5	60.8	NA	63.0	NA
xglm-domain3shot-all-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	lt-en	67.8	68.4	64.8	59.4	61.5	NA	63.9	NA
xglm-rand-topic3shot-seen200-trim	lt-en	59.8	60.7	52.3	49.5	51.5	NA	53.5	NA
xglm-base-trim	ro-en	81.4	83.7	75.7	78.3	79.0	66.2	83.6	79.3
xglm-label-trim	ro-en	82.1	84.0	80.0	79.3	80.3	68.1	84.4	NA
xglm-keywords10-seen500-trim	ro-en	81.9	84.2	78.5	79.6	80.5	65.7	84.2	NA
xglm-topic3shot-seen500-trim	ro-en	82.6	85.4	80.9	79.3	80.1	65.3	84.3	NA
xglm-rand-label-trim	ro-en	82.0	83.6	78.8	78.8	80.2	66.2	84.0	NA
verbose-base-trim	ro-en	80.4	82.8	73.9	78.9	79.7	67.2	83.7	NA
xglm-keywords30-seen500-trim	ro-en	82.0	84.5	77.8	79.7	80.6	65.4	84.4	NA
xglm-rand-keywords10-seen500-trim	ro-en	82.1	84.2	78.6	79.7	80.2	65.4	84.3	NA
xglm-rand-keywords10-seen-all-trim	ro-en	82.3	84.1	78.5	79.6	80.5	66.4	84.5	NA
xglm-rand-topic3shot-seen500-trim	ro-en	82.6	85.4	80.9	79.2	80.1	65.3	84.3	NA
xglm-rand-3shot-seen-all-trim	ro-en	74.6	75.0	73.6	74.2	73.0	61.4	76.7	NA
xglm-bm25-3shot-seen-all-trim	ro-en	74.6	74.9	73.4	74.2	72.9	61.3	76.5	NA
xglm-sentsim-3shot-seen-all-trim	ro-en	74.6	75.0	73.5	74.0	73.1	61.7	76.4	NA
xglm-topic1shot-seen500-trim	ro-en	81.2	85.1	80.0	79.4	80.0	66.1	83.8	NA
xglm-topic5shot-seen500-trim	ro-en	82.6	85.5	81.2	79.7	80.4	65.6	84.3	NA
xglm-topic3shot-seen200-trim	ro-en	82.9	84.6	76.4	78.3	79.4	65.4	83.9	77.6
xglm-topic3shot-seen1000-trim	ro-en	83.3	85.7	80.3	79.4	80.0	65.6	83.9	NA
xglm-bm25-3shot-langs-trim	ro-en	83.9	86.2	82.8	80.3	81.2	69.3	85.5	NA
xglm-sentsim-3shot-langs-trim	ro-en	84.2	86.3	82.8	80.6	81.1	69.1	85.4	NA
xglm-topic3shot-lang500-trim	ro-en	83.2	85.8	81.2	80.2	81.1	67.3	84.5	NA
xglm-topic3shot-domain200-trim	ro-en	83.0	85.6	81.5	79.7	80.8	68.4	85.2	NA
xglm-domain3shot-all-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs-trim	ro-en	82.8	84.5	80.5	80.6	81.2	NA	84.9	NA
xglm-rand-topic3shot-seen200-trim	ro-en	80.5	82.5	75.5	76.6	78.6	65.4	83.0	NA
xglm-base-trim	mean	70.8	73.5	67.4	68.2	67.2	62.6	70.0	71.3
xglm-label-trim	mean	73.9	76.9	70.6	69.4	69.2	64.1	71.7	70.6
xglm-keywords10-seen500-trim	mean	75.3	77.7	71.3	69.6	69.7	63.6	72.1	NA
