modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-truerand-keywords10-langs-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-cs	95.6	99.2	90.6	92.8	94.8	98.6	99.0	87.0
xglm-topic3shot-all1000-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-cs	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-de	67.2	76.0	64.8	94.8	89.2	97.0	93.0	73.2
verbose-base-trim	en-de	96.8	98.2	94.0	98.0	97.4	98.6	98.8	97.2
xglm-label-trim	en-de	87.4	96.8	73.8	97.6	96.0	99.2	96.6	83.0
xglm-rand-label-trim	en-de	83.6	96.2	73.2	97.0	96.0	98.4	97.8	84.0
xglm-keywords10-seen200-trim	en-de	93.4	98.4	86.0	99.0	98.2	98.8	99.2	91.0
xglm-rand-keywords10-seen200-trim	en-de	90.4	97.4	82.2	98.4	98.2	99.0	99.2	89.8
xglm-keywords10-all500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-de	91.6	98.4	85.2	98.8	98.2	98.6	99.2	NA
xglm-topic3shot-seen200-trim	en-de	97.0	99.8	92.8	99.6	98.6	99.4	99.4	96.6
xglm-topic3shot-all500-trim	en-de	97.6	100.0	92.6	98.8	98.8	99.8	99.4	95.4
xglm-topic3shot-cc100-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-de	96.4	99.6	91.8	99.2	98.0	99.0	98.4	94.0
xglm-rand-topic3shot-seen200-trim	en-de	97.8	99.6	92.2	98.6	97.6	99.4	99.2	96.4
xglm-rand-domain3shot-langs-trim	en-de	98.0	100.0	92.6	98.8	98.4	99.4	99.6	NA
xglm-rand-domain3shot-all-trim	en-de	98.0	99.8	94.0	99.2	99.0	99.6	99.6	NA
xglm-truerand-3shot-langs-trim	en-de	97.8	99.8	92.8	99.0	98.6	99.4	99.6	NA
xglm-truerand-3shot-all-trim	en-de	98.0	99.8	93.4	99.2	98.6	99.4	99.6	NA
xglm-topic5shot-seen200-trim	en-de	96.4	99.6	92.6	99.4	98.8	99.6	99.6	NA
xglm-keywords10-cc100-trim	en-de	91.8	96.6	84.2	98.2	97.8	98.6	99.0	NA
xglm-keywords10-topic3shot-seen200-trim	en-de	96.6	99.4	93.2	99.2	98.8	99.0	99.6	NA
xglm-rand-domainkeywords10-langs-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-de	97.6	100.0	92.6	98.8	98.8	99.8	99.4	95.4
xglm-topic3shot-all1000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-fi	22.2	61.0	36.2	65.4	57.6	NA	58.0	33.0
verbose-base-trim	en-fi	95.4	96.6	92.4	95.2	96.8	NA	98.4	92.0
xglm-label-trim	en-fi	62.4	92.4	50.0	91.8	90.4	NA	92.4	50.2
xglm-rand-label-trim	en-fi	60.0	88.4	56.4	87.6	87.0	NA	92.4	55.8
xglm-keywords10-seen200-trim	en-fi	75.6	94.4	69.6	93.0	93.0	NA	96.4	65.0
xglm-rand-keywords10-seen200-trim	en-fi	77.4	94.8	68.0	93.0	93.0	NA	97.2	62.4
xglm-keywords10-all500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-fi	76.2	94.8	70.0	92.2	92.2	NA	95.8	NA
xglm-topic3shot-seen200-trim	en-fi	95.2	98.0	90.6	95.0	96.4	NA	98.0	83.8
xglm-topic3shot-all500-trim	en-fi	95.0	98.6	88.2	95.4	96.0	NA	99.4	87.6
xglm-topic3shot-cc100-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-fi	91.4	98.0	87.4	94.8	95.2	NA	96.6	81.4
xglm-rand-topic3shot-seen200-trim	en-fi	96.0	97.6	87.8	94.8	96.0	NA	97.4	84.2
xglm-rand-domain3shot-langs-trim	en-fi	97.2	99.0	88.8	96.2	98.6	NA	99.2	NA
xglm-rand-domain3shot-all-trim	en-fi	96.8	98.4	91.6	94.8	96.4	NA	99.2	NA
xglm-truerand-3shot-langs-trim	en-fi	96.6	98.4	91.2	96.4	98.6	NA	99.2	NA
xglm-truerand-3shot-all-trim	en-fi	96.4	97.8	93.0	96.4	96.6	NA	98.4	NA
xglm-topic5shot-seen200-trim	en-fi	95.0	97.2	90.8	95.8	96.2	NA	98.8	NA
xglm-keywords10-cc100-trim	en-fi	82.6	95.8	72.0	93.0	92.8	NA	96.2	NA
xglm-keywords10-topic3shot-seen200-trim	en-fi	95.6	98.4	90.4	95.0	97.6	NA	99.0	NA
xglm-rand-domainkeywords10-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-fi	95.0	98.6	88.2	95.4	96.0	NA	99.4	87.6
xglm-topic3shot-all1000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-fr	62.8	81.4	64.4	80.4	79.6	94.0	88.4	68.2
verbose-base-trim	en-fr	95.2	98.6	91.4	93.0	95.2	99.0	97.4	95.2
xglm-label-trim	en-fr	89.4	96.8	70.0	93.0	93.4	98.8	98.0	83.6
xglm-rand-label-trim	en-fr	86.6	96.0	72.8	92.2	93.4	98.6	97.8	84.4
xglm-keywords10-seen200-trim	en-fr	92.4	98.0	84.0	93.4	95.6	99.6	99.0	89.8
xglm-rand-keywords10-seen200-trim	en-fr	92.8	96.8	82.2	93.8	95.8	99.6	99.4	90.0
xglm-keywords10-all500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-fr	91.6	98.4	82.8	95.4	96.6	99.2	99.0	NA
xglm-topic3shot-seen200-trim	en-fr	96.4	98.6	90.2	94.4	97.8	99.4	99.2	93.6
xglm-topic3shot-all500-trim	en-fr	96.6	99.2	89.8	95.6	97.4	99.6	99.0	95.4
xglm-topic3shot-cc100-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-fr	95.0	98.6	91.6	95.4	96.4	99.0	98.8	92.4
xglm-rand-topic3shot-seen200-trim	en-fr	95.6	99.0	91.2	95.0	97.0	99.2	99.4	94.6
xglm-rand-domain3shot-langs-trim	en-fr	97.6	99.4	92.8	95.2	97.4	99.6	99.2	NA
xglm-rand-domain3shot-all-trim	en-fr	96.4	99.2	91.2	95.6	98.0	93.8	99.4	NA
xglm-truerand-3shot-langs-trim	en-fr	97.0	99.0	91.6	95.4	97.8	100.0	99.4	NA
xglm-truerand-3shot-all-trim	en-fr	96.2	99.2	91.2	95.8	97.6	99.6	99.2	NA
xglm-topic5shot-seen200-trim	en-fr	96.6	99.0	90.6	95.4	97.8	99.6	99.0	NA
xglm-keywords10-cc100-trim	en-fr	93.0	97.2	80.6	94.6	96.4	99.0	98.4	NA
xglm-keywords10-topic3shot-seen200-trim	en-fr	96.6	98.8	90.8	94.4	97.4	99.4	99.0	NA
xglm-rand-domainkeywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-fr	96.6	99.2	89.8	95.6	97.4	99.6	99.0	95.4
xglm-topic3shot-all1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-lt	19.0	59.4	43.2	72.8	56.2	NA	57.8	34.2
verbose-base-trim	en-lt	91.8	92.6	88.0	90.2	94.0	NA	95.2	83.0
xglm-label-trim	en-lt	54.8	86.4	39.2	89.2	83.8	NA	86.0	45.4
xglm-rand-label-trim	en-lt	50.6	82.6	52.2	84.4	83.2	NA	82.8	56.2
xglm-keywords10-seen200-trim	en-lt	76.4	93.6	71.4	92.6	90.2	NA	92.8	69.0
xglm-rand-keywords10-seen200-trim	en-lt	75.2	92.2	68.8	91.8	91.2	NA	94.4	69.8
xglm-keywords10-all500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-lt	74.8	92.2	73.2	91.6	92.0	NA	94.8	NA
xglm-topic3shot-seen200-trim	en-lt	94.4	96.0	87.0	92.2	94.4	NA	94.8	83.6
xglm-topic3shot-all500-trim	en-lt	93.2	96.2	86.8	94.0	93.2	NA	95.2	84.8
xglm-topic3shot-cc100-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-lt	88.0	96.4	84.4	91.8	91.2	NA	92.6	80.4
xglm-rand-topic3shot-seen200-trim	en-lt	93.2	97.4	86.6	93.2	92.8	NA	95.2	82.6
xglm-rand-domain3shot-langs-trim	en-lt	95.6	98.4	90.8	93.8	95.2	NA	97.2	NA
xglm-rand-domain3shot-all-trim	en-lt	95.4	97.6	90.8	93.4	93.8	NA	97.6	NA
xglm-truerand-3shot-langs-trim	en-lt	96.4	97.8	89.8	94.4	95.4	NA	97.0	NA
xglm-truerand-3shot-all-trim	en-lt	94.4	97.2	91.8	93.8	94.4	NA	96.4	NA
xglm-topic5shot-seen200-trim	en-lt	94.2	97.0	85.2	94.0	94.2	NA	95.4	NA
xglm-keywords10-cc100-trim	en-lt	79.6	93.4	72.8	93.6	92.4	NA	94.0	NA
xglm-keywords10-topic3shot-seen200-trim	en-lt	93.8	97.8	87.6	91.6	94.6	NA	95.2	NA
xglm-rand-domainkeywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-lt	93.2	96.2	86.8	94.0	93.2	NA	95.2	84.8
xglm-topic3shot-all1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-ro	41.0	82.8	56.4	86.0	85.6	96.6	85.2	55.2
verbose-base-trim	en-ro	96.6	99.0	87.2	93.0	96.8	99.0	98.4	89.6
xglm-label-trim	en-ro	78.4	96.0	52.8	90.0	92.2	97.2	96.4	69.0
xglm-rand-label-trim	en-ro	78.6	92.0	59.6	88.4	92.0	96.6	97.6	70.8
xglm-keywords10-seen200-trim	en-ro	87.8	98.0	76.2	92.2	95.4	98.8	98.6	81.6
xglm-rand-keywords10-seen200-trim	en-ro	89.0	98.0	71.0	91.4	96.4	97.4	97.8	79.2
xglm-keywords10-all500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-ro	89.4	97.8	78.6	93.0	96.8	98.6	98.6	NA
xglm-topic3shot-seen200-trim	en-ro	97.0	99.6	86.0	94.0	96.2	99.4	98.8	89.8
xglm-topic3shot-all500-trim	en-ro	96.4	99.6	86.0	94.2	96.6	98.6	99.2	88.6
xglm-topic3shot-cc100-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-ro	95.2	99.8	83.8	91.0	96.6	99.0	97.0	87.4
xglm-rand-topic3shot-seen200-trim	en-ro	96.6	99.2	86.8	93.6	96.6	98.4	99.2	89.0
xglm-rand-domain3shot-langs-trim	en-ro	97.8	99.8	89.0	94.2	98.4	99.6	99.4	NA
xglm-rand-domain3shot-all-trim	en-ro	96.8	99.4	87.8	93.4	97.6	99.4	99.6	NA
xglm-truerand-3shot-langs-trim	en-ro	97.0	99.2	89.4	94.2	98.0	98.6	99.2	NA
xglm-truerand-3shot-all-trim	en-ro	96.6	99.6	89.2	93.6	97.6	99.4	99.0	NA
xglm-topic5shot-seen200-trim	en-ro	97.4	99.6	86.8	93.4	96.6	99.2	98.8	NA
xglm-keywords10-cc100-trim	en-ro	89.8	97.6	74.6	92.2	96.0	97.0	98.2	NA
xglm-keywords10-topic3shot-seen200-trim	en-ro	98.0	100.0	86.8	93.8	97.2	99.8	99.0	NA
xglm-rand-domainkeywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-ro	96.4	99.6	86.0	94.2	96.6	98.6	99.2	88.6
xglm-topic3shot-all1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
