modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-all500-trim	en-fi	12.9	18.3	5.6	6.5	10.2	NA	12.2	12.9
xglm-topic3shot-all1000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-fr	18.3	29.7	13.6	8.4	14.6	16.7	17.2	13.4
verbose-base-trim	en-fr	19.0	30.0	14.9	9.2	16.6	18.4	18.9	12.8
xglm-label-trim	en-fr	18.1	28.7	14.2	8.7	14.9	17.1	17.6	12.0
xglm-rand-label-trim	en-fr	17.7	28.6	14.0	9.0	15.4	17.0	17.8	11.9
xglm-keywords10-seen200-trim	en-fr	18.3	28.4	14.7	8.6	16.0	17.3	17.9	12.3
xglm-rand-keywords10-seen200-trim	en-fr	18.3	28.6	14.8	8.7	15.0	17.2	18.2	12.3
xglm-keywords10-all500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-fr	19.5	28.5	14.4	8.6	16.2	17.3	17.9	NA
xglm-topic3shot-seen200-trim	en-fr	17.9	28.5	14.5	8.7	15.3	17.4	17.8	12.1
xglm-topic3shot-all500-trim	en-fr	18.1	29.0	14.5	8.9	15.4	16.9	18.1	12.4
xglm-topic3shot-cc100-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-fr	17.8	28.5	14.1	9.2	16.2	17.0	17.6	12.5
xglm-rand-topic3shot-seen200-trim	en-fr	17.9	28.7	14.5	8.6	15.6	17.4	18.0	12.4
xglm-rand-domain3shot-langs-trim	en-fr	18.2	28.7	14.8	8.7	15.4	16.8	18.0	NA
xglm-rand-domain3shot-all-trim	en-fr	18.2	28.6	14.2	8.8	15.6	16.9	18.0	NA
xglm-truerand-3shot-langs-trim	en-fr	18.1	28.6	14.7	8.6	15.7	17.5	17.9	NA
xglm-truerand-3shot-all-trim	en-fr	18.1	29.0	14.6	8.6	16.0	17.6	17.9	NA
xglm-topic5shot-seen200-trim	en-fr	17.9	28.8	14.6	8.7	15.9	17.4	18.0	NA
xglm-keywords10-cc100-trim	en-fr	18.7	28.7	15.0	8.7	15.2	17.3	18.0	NA
xglm-keywords10-topic3shot-seen200-trim	en-fr	18.0	28.9	15.0	8.7	15.5	17.4	18.0	NA
xglm-rand-domainkeywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-fr	18.1	29.0	14.5	8.9	15.4	16.9	18.1	12.4
xglm-topic3shot-all1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-lt	16.6	30.1	6.9	8.6	18.0	NA	22.1	17.8
verbose-base-trim	en-lt	19.7	33.5	6.7	11.1	25.0	NA	27.4	14.9
xglm-label-trim	en-lt	15.9	29.2	5.6	8.6	20.1	NA	21.8	14.3
xglm-rand-label-trim	en-lt	14.9	30.0	5.9	8.8	20.3	NA	20.9	12.8
xglm-keywords10-seen200-trim	en-lt	17.5	33.8	6.8	8.8	23.1	NA	21.5	15.0
xglm-rand-keywords10-seen200-trim	en-lt	17.3	30.6	7.1	8.0	22.7	NA	22.0	15.4
xglm-keywords10-all500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-lt	19.2	31.7	9.1	11.0	22.6	NA	22.5	NA
xglm-topic3shot-seen200-trim	en-lt	16.2	29.5	6.3	8.2	20.0	NA	23.1	14.2
xglm-topic3shot-all500-trim	en-lt	16.4	28.4	6.4	8.7	24.9	NA	23.3	15.4
xglm-topic3shot-cc100-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-lt	16.1	31.3	6.5	10.5	22.0	NA	22.1	14.6
xglm-rand-topic3shot-seen200-trim	en-lt	17.2	30.6	7.1	9.8	22.1	NA	25.6	15.1
xglm-rand-domain3shot-langs-trim	en-lt	16.3	27.3	5.9	9.5	20.6	NA	23.9	NA
xglm-rand-domain3shot-all-trim	en-lt	16.8	29.5	6.2	9.9	23.6	NA	23.1	NA
xglm-truerand-3shot-langs-trim	en-lt	16.3	28.9	5.7	9.5	20.6	NA	22.3	NA
xglm-truerand-3shot-all-trim	en-lt	16.7	27.8	5.7	9.6	21.5	NA	23.1	NA
xglm-topic5shot-seen200-trim	en-lt	17.8	29.2	7.3	9.7	20.1	NA	23.2	NA
xglm-keywords10-cc100-trim	en-lt	17.4	31.1	6.8	7.7	21.2	NA	22.7	NA
xglm-keywords10-topic3shot-seen200-trim	en-lt	17.4	30.2	8.0	8.5	21.6	NA	24.4	NA
xglm-rand-domainkeywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-lt	16.4	28.4	6.4	8.7	24.9	NA	23.3	15.4
xglm-topic3shot-all1000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base-trim	en-ro	17.9	28.4	7.2	8.9	14.3	18.0	16.1	18.5
verbose-base-trim	en-ro	18.1	27.7	7.3	8.1	14.5	17.5	16.7	17.6
xglm-label-trim	en-ro	16.6	27.4	6.3	8.2	13.9	16.9	15.8	16.7
xglm-rand-label-trim	en-ro	16.5	27.5	6.1	8.2	13.5	17.1	16.1	16.6
xglm-keywords10-seen200-trim	en-ro	18.3	27.2	7.3	8.1	14.0	17.7	16.3	18.3
xglm-rand-keywords10-seen200-trim	en-ro	18.2	26.9	7.7	8.2	13.7	17.8	16.2	18.1
xglm-keywords10-all500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200-trim	en-ro	18.6	27.6	7.1	7.8	13.6	17.0	16.0	NA
xglm-topic3shot-seen200-trim	en-ro	18.3	27.2	7.2	7.8	13.8	17.3	16.1	17.8
xglm-topic3shot-all500-trim	en-ro	17.6	27.0	6.8	8.1	13.8	16.9	16.2	17.6
xglm-topic3shot-cc100-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200-trim	en-ro	17.7	27.0	7.0	7.6	13.6	16.9	16.0	17.5
xglm-rand-topic3shot-seen200-trim	en-ro	17.2	27.2	7.0	8.2	14.2	17.3	16.0	17.9
xglm-rand-domain3shot-langs-trim	en-ro	17.7	27.1	6.9	7.6	13.8	17.7	16.2	NA
xglm-rand-domain3shot-all-trim	en-ro	18.0	27.0	6.8	8.0	13.8	17.2	16.6	NA
xglm-truerand-3shot-langs-trim	en-ro	17.5	27.3	7.0	7.6	13.9	17.1	16.2	NA
xglm-truerand-3shot-all-trim	en-ro	17.6	27.2	7.1	7.6	13.9	17.6	16.0	NA
xglm-topic5shot-seen200-trim	en-ro	17.4	27.3	7.1	7.7	13.9	17.1	16.2	NA
xglm-keywords10-cc100-trim	en-ro	18.1	27.0	7.2	8.0	14.2	17.3	16.5	NA
xglm-keywords10-topic3shot-seen200-trim	en-ro	17.8	27.7	7.2	8.0	13.7	17.2	16.4	NA
xglm-rand-domainkeywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500-trim	en-ro	17.6	27.0	6.8	8.1	13.8	16.9	16.2	17.6
xglm-topic3shot-all1000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all2000-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-label-keywords10-topic3shot-seen200-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topn-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-nostop-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-3shot-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-keywords10-seen-all-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
