modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-rand-topic3shot-seen200	en-cs	74.8	79.7	69.1	67.1	69.8	64.6	73.7	70.0
xglm-base	en-de	61.7	56.9	51.6	68.0	67.3	63.3	72.3	64.0
xglm-label	en-de	68.7	71.6	61.9	70.2	71.7	66.5	76.0	69.7
xglm-keywords10-seen500	en-de	65.6	66.2	55.5	69.9	71.2	62.9	75.5	NA
xglm-topic3shot-seen500	en-de	73.4	79.1	69.0	69.7	72.9	67.7	76.9	NA
xglm-rand-label	en-de	68.0	70.5	60.0	70.1	71.9	66.9	76.2	70.1
verbose-base	en-de	72.2	75.2	65.8	67.8	70.8	67.3	75.1	75.1
xglm-keywords30-seen500	en-de	65.6	64.7	54.6	69.1	70.8	61.4	75.3	NA
xglm-rand-keywords10-seen500	en-de	66.8	67.6	55.8	69.8	71.2	62.2	76.2	NA
xglm-rand-keywords10-seen-all	en-de	66.7	66.8	56.2	70.3	71.7	63.0	76.3	NA
xglm-rand-topic3shot-seen500	en-de	73.4	79.1	68.9	69.8	72.9	67.7	76.9	NA
xglm-rand-3shot-seen-all	en-de	72.3	76.7	67.0	69.9	72.6	68.6	76.0	NA
xglm-bm25-3shot-seen-all	en-de	69.8	70.2	65.9	68.3	71.1	65.3	73.9	NA
xglm-sentsim-3shot-seen-all	en-de	71.8	76.8	67.8	69.3	71.8	67.0	75.5	NA
xglm-topic1shot-seen500	en-de	67.8	72.7	62.7	65.8	67.8	63.7	73.8	NA
xglm-topic5shot-seen500	en-de	73.9	78.7	70.0	70.3	73.1	68.9	76.4	NA
xglm-topic3shot-seen200	en-de	74.0	77.8	67.9	70.2	72.0	66.9	75.9	77.3
xglm-topic3shot-seen1000	en-de	73.8	78.6	69.5	70.1	72.4	68.7	75.9	NA
xglm-bm25-3shot-langs	en-de	76.8	80.9	71.3	70.5	72.8	71.6	76.9	NA
xglm-sentsim-3shot-langs	en-de	75.9	80.1	71.2	70.3	73.7	72.0	76.7	NA
xglm-topic3shot-lang500	en-de	75.0	79.5	70.6	70.6	73.4	69.9	77.4	NA
xglm-topic3shot-domain200	en-de	73.7	77.5	69.1	69.6	71.9	64.9	77.3	NA
xglm-domain3shot-all	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-de	74.7	79.0	69.5	70.6	73.4	69.4	77.4	NA
xglm-rand-topic3shot-seen200	en-de	73.5	77.0	68.3	69.8	72.8	68.2	76.3	77.3
xglm-base	en-fi	50.4	46.6	44.2	61.1	61.5	NA	63.8	49.1
xglm-label	en-fi	65.6	68.8	58.4	69.3	70.9	NA	74.7	57.6
xglm-keywords10-seen500	en-fi	67.2	67.4	52.9	67.3	70.3	NA	77.0	NA
xglm-topic3shot-seen500	en-fi	75.4	78.3	68.5	70.6	73.8	NA	78.0	NA
xglm-rand-label	en-fi	65.7	68.6	55.5	68.3	70.2	NA	75.7	57.8
verbose-base	en-fi	74.1	75.6	64.9	68.2	72.5	NA	76.1	69.2
xglm-keywords30-seen500	en-fi	67.6	65.0	49.7	67.3	69.7	NA	76.8	NA
xglm-rand-keywords10-seen500	en-fi	65.6	65.8	51.5	68.1	70.5	NA	76.6	NA
xglm-rand-keywords10-seen-all	en-fi	65.6	65.8	51.9	68.5	70.8	NA	77.4	NA
xglm-rand-topic3shot-seen500	en-fi	75.4	78.4	68.4	70.6	73.9	NA	78.0	NA
xglm-rand-3shot-seen-all	en-fi	72.8	73.7	66.9	69.9	73.6	NA	77.3	NA
xglm-bm25-3shot-seen-all	en-fi	69.9	66.2	64.8	68.1	70.6	NA	74.4	NA
xglm-sentsim-3shot-seen-all	en-fi	72.5	74.6	67.1	69.2	73.2	NA	76.6	NA
xglm-topic1shot-seen500	en-fi	70.2	74.6	63.9	67.9	71.8	NA	75.5	NA
xglm-topic5shot-seen500	en-fi	74.9	78.7	69.1	71.6	74.4	NA	78.1	NA
xglm-topic3shot-seen200	en-fi	75.1	78.4	67.0	70.2	74.0	NA	76.9	68.8
xglm-topic3shot-seen1000	en-fi	75.4	78.2	68.3	70.4	74.2	NA	77.3	NA
xglm-bm25-3shot-langs	en-fi	79.3	84.1	71.9	71.8	76.4	NA	79.2	NA
xglm-sentsim-3shot-langs	en-fi	78.6	83.1	71.4	71.2	76.8	NA	79.1	NA
xglm-topic3shot-lang500	en-fi	76.7	79.3	70.0	71.4	75.3	NA	78.5	NA
xglm-topic3shot-domain200	en-fi	75.4	79.1	67.6	70.7	73.6	NA	78.2	NA
xglm-domain3shot-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fi	77.1	77.4	69.2	71.0	75.5	NA	78.8	NA
xglm-rand-topic3shot-seen200	en-fi	74.3	76.0	67.2	69.5	73.5	NA	76.5	69.9
xglm-base	en-fr	61.3	60.8	48.0	65.4	64.6	52.4	72.3	60.1
xglm-label	en-fr	70.4	75.6	62.9	70.7	71.6	63.5	78.3	69.3
xglm-keywords10-seen500	en-fr	66.4	66.2	55.1	68.9	69.6	57.1	77.0	NA
xglm-topic3shot-seen500	en-fr	76.3	82.1	70.8	70.5	72.8	68.8	78.5	NA
xglm-rand-label	en-fr	70.7	74.2	61.0	70.3	71.9	65.0	78.3	68.9
verbose-base	en-fr	72.9	77.8	66.9	66.1	70.2	67.3	74.8	74.2
xglm-keywords30-seen500	en-fr	67.6	65.5	52.4	69.2	69.3	55.5	77.1	NA
xglm-rand-keywords10-seen500	en-fr	68.7	67.2	54.7	68.8	69.4	57.1	77.3	NA
xglm-rand-keywords10-seen-all	en-fr	69.1	67.3	54.6	69.6	70.4	58.3	78.3	NA
xglm-rand-topic3shot-seen500	en-fr	76.4	82.0	70.8	70.6	72.8	68.8	78.5	NA
xglm-rand-3shot-seen-all	en-fr	75.6	80.5	69.2	70.9	73.2	68.8	78.4	NA
xglm-bm25-3shot-seen-all	en-fr	72.7	74.1	67.6	70.0	72.0	65.4	76.4	NA
xglm-sentsim-3shot-seen-all	en-fr	75.1	81.2	69.4	70.5	72.6	67.8	77.7	NA
xglm-topic1shot-seen500	en-fr	70.7	75.1	63.5	66.2	67.2	61.6	74.1	NA
xglm-topic5shot-seen500	en-fr	76.0	81.8	71.2	71.5	73.8	69.5	79.1	NA
xglm-topic3shot-seen200	en-fr	75.7	81.2	68.5	70.5	73.6	68.1	77.8	77.2
xglm-topic3shot-seen1000	en-fr	75.5	81.8	70.4	71.2	73.9	69.3	78.1	NA
xglm-bm25-3shot-langs	en-fr	78.1	83.7	72.2	71.3	74.3	74.1	78.8	NA
xglm-sentsim-3shot-langs	en-fr	77.8	83.3	72.4	71.1	73.9	73.4	78.9	NA
xglm-topic3shot-lang500	en-fr	77.0	82.9	71.8	71.7	74.0	70.8	78.9	NA
xglm-topic3shot-domain200	en-fr	76.2	80.1	69.6	71.0	73.2	64.5	79.3	NA
xglm-domain3shot-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fr	77.2	82.2	70.8	71.8	74.5	70.2	79.0	NA
xglm-rand-topic3shot-seen200	en-fr	75.5	80.6	68.7	70.9	72.9	68.7	78.4	77.7
xglm-base	en-lt	42.9	38.5	41.4	46.2	42.5	NA	43.0	43.0
xglm-label	en-lt	45.4	42.3	49.0	47.5	43.9	NA	42.4	48.8
xglm-keywords10-seen500	en-lt	43.8	40.2	45.3	46.7	42.1	NA	42.3	NA
xglm-topic3shot-seen500	en-lt	46.6	44.3	56.1	47.8	43.3	NA	43.6	NA
xglm-rand-label	en-lt	45.1	41.8	47.8	47.4	43.9	NA	43.8	47.1
verbose-base	en-lt	46.6	43.1	53.1	47.2	44.0	NA	43.4	51.1
xglm-keywords30-seen500	en-lt	43.2	39.6	44.5	45.9	42.1	NA	41.8	NA
xglm-rand-keywords10-seen500	en-lt	43.1	39.8	44.8	47.3	43.1	NA	42.3	NA
xglm-rand-keywords10-seen-all	en-lt	42.1	39.7	45.9	47.3	42.6	NA	42.4	NA
xglm-rand-topic3shot-seen500	en-lt	46.5	44.3	56.1	47.7	43.3	NA	43.5	NA
xglm-rand-3shot-seen-all	en-lt	47.9	45.0	55.3	48.3	45.3	NA	44.3	NA
xglm-bm25-3shot-seen-all	en-lt	48.4	44.5	54.1	47.9	45.2	NA	44.6	NA
xglm-sentsim-3shot-seen-all	en-lt	52.1	49.0	56.2	49.7	45.9	NA	44.9	NA
xglm-topic1shot-seen500	en-lt	44.6	43.7	52.6	46.8	42.9	NA	41.3	NA
xglm-topic5shot-seen500	en-lt	47.2	44.7	56.1	47.8	43.7	NA	43.2	NA
xglm-topic3shot-seen200	en-lt	47.7	44.6	55.2	48.3	43.4	NA	43.0	51.7
xglm-topic3shot-seen1000	en-lt	48.0	45.0	56.3	47.8	43.9	NA	42.2	NA
xglm-bm25-3shot-langs	en-lt	62.0	55.3	63.1	53.1	52.0	NA	50.3	NA
xglm-sentsim-3shot-langs	en-lt	59.3	54.2	61.3	53.2	50.5	NA	50.0	NA
xglm-topic3shot-lang500	en-lt	48.7	47.6	58.4	48.9	45.5	NA	43.6	NA
xglm-topic3shot-domain200	en-lt	48.8	45.3	56.3	47.9	43.4	NA	43.0	NA
xglm-domain3shot-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-lt	47.4	44.9	57.0	48.0	44.3	NA	43.7	NA
xglm-rand-topic3shot-seen200	en-lt	46.1	43.7	53.8	46.7	43.2	NA	42.2	51.5
xglm-base	en-ro	48.9	55.5	45.4	66.0	64.0	50.6	69.1	54.6
xglm-label	en-ro	65.9	76.9	58.3	68.9	70.5	63.7	75.8	63.7
xglm-keywords10-seen500	en-ro	64.8	70.4	53.2	69.3	71.3	62.3	76.0	NA
xglm-topic3shot-seen500	en-ro	74.9	82.5	68.0	70.2	72.5	66.7	77.0	NA
xglm-rand-label	en-ro	64.6	73.7	55.5	68.2	70.7	64.1	76.2	63.5
verbose-base	en-ro	73.9	80.1	63.5	68.1	71.7	66.9	77.1	70.5
xglm-keywords30-seen500	en-ro	65.9	69.9	50.2	69.0	72.1	61.8	76.9	NA
xglm-rand-keywords10-seen500	en-ro	65.7	69.0	53.2	69.0	71.2	61.7	75.7	NA
xglm-rand-keywords10-seen-all	en-ro	65.7	68.9	52.8	69.4	71.1	61.0	75.8	NA
xglm-rand-topic3shot-seen500	en-ro	74.8	82.4	68.0	70.1	72.5	66.7	77.0	NA
xglm-rand-3shot-seen-all	en-ro	73.6	81.3	65.7	70.4	72.8	66.5	76.8	NA
xglm-bm25-3shot-seen-all	en-ro	71.6	77.8	64.4	68.5	70.6	64.5	75.4	NA
xglm-sentsim-3shot-seen-all	en-ro	73.2	81.2	66.4	69.8	72.1	65.9	76.6	NA
xglm-topic1shot-seen500	en-ro	73.1	80.5	65.2	68.4	70.9	65.7	75.9	NA
xglm-topic5shot-seen500	en-ro	75.2	82.3	68.6	70.1	72.9	67.0	77.3	NA
xglm-topic3shot-seen200	en-ro	75.1	82.2	66.8	69.9	72.7	66.7	76.8	72.9
xglm-topic3shot-seen1000	en-ro	74.6	82.5	67.2	70.2	72.3	66.7	76.3	NA
xglm-bm25-3shot-langs	en-ro	79.2	84.4	70.7	71.3	73.9	72.8	78.4	NA
xglm-sentsim-3shot-langs	en-ro	79.0	84.3	70.2	72.0	74.0	71.7	78.8	NA
xglm-topic3shot-lang500	en-ro	76.6	83.6	69.4	71.1	74.0	69.0	78.0	NA
xglm-topic3shot-domain200	en-ro	74.9	82.5	67.4	69.8	73.0	66.3	78.2	NA
xglm-domain3shot-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ro	75.8	82.8	68.5	72.1	73.8	67.4	78.1	NA
xglm-rand-topic3shot-seen200	en-ro	74.5	81.3	66.3	69.6	72.6	66.1	76.9	72.7
xglm-base	en-ta	NA	NA	34.2	44.4	34.7	31.4	37.7	34.4
xglm-label	en-ta	NA	NA	41.0	45.6	37.6	31.7	39.3	39.5
xglm-keywords10-seen500	en-ta	NA	NA	39.1	45.3	37.2	32.7	38.1	NA
xglm-topic3shot-seen500	en-ta	NA	NA	47.3	46.7	37.7	33.5	39.9	NA
xglm-rand-label	en-ta	NA	NA	39.4	45.3	37.3	32.2	39.2	38.8
verbose-base	en-ta	NA	NA	43.7	43.3	37.0	33.4	38.5	39.6
xglm-keywords30-seen500	en-ta	NA	NA	38.8	44.4	36.6	32.1	38.5	NA
xglm-rand-keywords10-seen500	en-ta	NA	NA	38.2	45.2	37.4	32.5	38.7	NA
xglm-rand-keywords10-seen-all	en-ta	NA	NA	38.9	45.4	37.3	32.3	38.0	NA
xglm-rand-topic3shot-seen500	en-ta	NA	NA	47.1	46.7	37.9	33.5	40.0	NA
xglm-rand-3shot-seen-all	en-ta	NA	NA	45.9	46.9	40.2	33.6	40.1	NA
xglm-bm25-3shot-seen-all	en-ta	NA	NA	45.7	46.8	39.9	33.8	40.1	NA
xglm-sentsim-3shot-seen-all	en-ta	NA	NA	47.0	47.8	40.0	35.0	40.3	NA
xglm-topic1shot-seen500	en-ta	NA	NA	44.5	46.2	37.0	32.4	39.4	NA
xglm-topic5shot-seen500	en-ta	NA	NA	46.7	47.1	38.2	33.8	39.4	NA
xglm-topic3shot-seen200	en-ta	NA	NA	46.3	46.8	38.4	33.0	39.4	42.2
xglm-topic3shot-seen1000	en-ta	NA	NA	47.2	47.1	38.0	33.3	39.0	NA
xglm-bm25-3shot-langs	en-ta	NA	NA	56.0	54.8	53.0	61.1	48.7	NA
xglm-sentsim-3shot-langs	en-ta	NA	NA	48.1	52.9	46.2	38.4	39.6	NA
xglm-topic3shot-lang500	en-ta	NA	NA	48.4	47.4	43.6	36.2	40.3	NA
xglm-topic3shot-domain200	en-ta	NA	NA	47.0	47.4	41.3	33.8	40.8	NA
xglm-domain3shot-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ta	NA	NA	46.9	46.4	39.3	33.5	39.1	NA
xglm-rand-topic3shot-seen200	en-ta	NA	NA	45.5	46.2	37.5	33.1	39.4	41.8
xglm-base	cs-en	75.7	75.3	64.1	70.5	72.5	64.0	76.6	67.0
xglm-label	cs-en	78.0	78.4	67.9	71.8	73.9	66.0	77.7	NA
xglm-keywords10-seen500	cs-en	72.4	71.9	58.3	70.5	72.7	62.1	76.2	NA
xglm-topic3shot-seen500	cs-en	78.9	80.9	70.3	71.9	74.1	65.0	77.7	NA
xglm-rand-label	cs-en	77.3	77.7	66.9	71.5	73.8	64.3	77.6	NA
verbose-base	cs-en	68.0	70.2	61.6	63.7	65.6	59.8	68.0	NA
xglm-keywords30-seen500	cs-en	72.8	70.3	59.0	71.4	72.6	58.9	77.0	NA
xglm-rand-keywords10-seen500	cs-en	74.7	71.0	58.4	70.4	72.2	61.6	76.7	NA
xglm-rand-keywords10-seen-all	cs-en	75.0	73.2	61.5	71.2	73.3	61.9	77.3	NA
xglm-rand-topic3shot-seen500	cs-en	79.0	80.9	70.3	72.0	74.0	65.0	77.7	NA
xglm-rand-3shot-seen-all	cs-en	72.4	70.8	65.5	68.9	68.1	57.9	72.3	NA
xglm-bm25-3shot-seen-all	cs-en	72.4	70.4	65.2	68.8	68.2	58.0	72.3	NA
xglm-sentsim-3shot-seen-all	cs-en	72.5	70.8	65.0	68.7	68.2	58.5	72.3	NA
xglm-topic1shot-seen500	cs-en	77.2	80.0	69.0	71.2	74.0	65.1	77.4	NA
xglm-topic5shot-seen500	cs-en	79.2	80.9	70.4	71.9	74.2	64.4	77.7	NA
xglm-topic3shot-seen200	cs-en	78.8	76.6	64.9	71.3	73.9	64.2	77.4	67.1
xglm-topic3shot-seen1000	cs-en	79.0	80.8	70.1	71.7	74.2	64.7	77.4	NA
xglm-bm25-3shot-langs	cs-en	79.6	81.4	71.7	71.9	75.2	67.5	78.6	NA
xglm-sentsim-3shot-langs	cs-en	79.9	81.2	71.5	72.4	75.0	67.2	78.4	NA
xglm-topic3shot-lang500	cs-en	79.4	80.8	69.9	72.1	74.9	65.2	78.3	NA
xglm-topic3shot-domain200	cs-en	79.2	80.8	70.3	72.1	75.0	66.4	78.5	NA
xglm-domain3shot-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	cs-en	78.6	80.2	69.6	72.3	74.7	NA	78.3	NA
xglm-rand-topic3shot-seen200	cs-en	76.6	76.3	64.4	69.2	71.6	64.1	75.7	NA
xglm-base	fr-en	75.3	77.5	67.6	73.3	75.8	69.4	80.3	76.3
xglm-label	fr-en	77.1	81.4	70.6	73.8	76.7	70.9	81.1	NA
xglm-keywords10-seen500	fr-en	67.7	71.0	64.6	71.5	73.3	66.7	74.9	NA
xglm-topic3shot-seen500	fr-en	78.5	82.5	72.9	74.0	77.2	70.4	81.0	NA
xglm-rand-label	fr-en	77.0	80.3	69.9	73.6	76.6	70.4	80.9	NA
verbose-base	fr-en	74.4	78.6	67.4	68.8	72.4	68.0	76.5	NA
xglm-keywords30-seen500	fr-en	63.9	67.6	63.9	72.3	73.8	65.4	77.3	NA
xglm-rand-keywords10-seen500	fr-en	72.2	72.7	63.3	70.7	73.8	65.3	77.7	NA
xglm-rand-keywords10-seen-all	fr-en	74.5	74.5	66.4	72.8	75.4	66.4	80.3	NA
xglm-rand-topic3shot-seen500	fr-en	78.5	82.5	72.9	74.0	77.2	70.4	81.0	NA
xglm-rand-3shot-seen-all	fr-en	71.6	74.0	65.4	69.0	70.0	64.7	74.0	NA
xglm-bm25-3shot-seen-all	fr-en	71.5	73.8	65.3	68.6	69.7	64.7	73.8	NA
xglm-sentsim-3shot-seen-all	fr-en	71.5	74.1	65.6	68.7	70.1	65.0	74.1	NA
xglm-topic1shot-seen500	fr-en	76.1	82.1	71.6	73.5	76.8	70.6	80.9	NA
xglm-topic5shot-seen500	fr-en	78.5	82.7	73.0	74.1	77.1	70.4	81.2	NA
xglm-topic3shot-seen200	fr-en	78.2	80.0	72.4	73.2	76.7	70.6	80.9	77.3
xglm-topic3shot-seen1000	fr-en	78.3	82.6	72.7	73.7	77.0	70.5	81.0	NA
xglm-bm25-3shot-langs	fr-en	79.2	83.1	74.6	73.8	77.1	70.1	81.2	NA
xglm-sentsim-3shot-langs	fr-en	78.9	83.1	73.8	74.0	77.3	69.9	81.3	NA
xglm-topic3shot-lang500	fr-en	78.4	82.9	72.6	73.7	76.9	71.3	81.2	NA
xglm-topic3shot-domain200	fr-en	78.3	82.7	72.7	74.2	77.4	71.0	81.4	NA
xglm-domain3shot-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	fr-en	78.2	82.1	72.3	73.7	77.3	NA	81.2	NA
xglm-rand-topic3shot-seen200	fr-en	76.1	79.5	68.9	72.5	75.5	70.6	79.9	NA
xglm-base	lt-en	58.4	58.9	48.7	51.3	54.4	NA	56.6	55.5
xglm-label	lt-en	61.3	62.6	53.5	51.4	55.7	NA	57.9	NA
xglm-keywords10-seen500	lt-en	59.1	60.2	48.0	52.3	55.6	NA	57.6	NA
xglm-topic3shot-seen500	lt-en	66.4	68.3	57.4	54.9	55.9	NA	58.3	NA
xglm-rand-label	lt-en	60.1	60.3	52.4	51.5	54.7	NA	56.8	NA
verbose-base	lt-en	61.7	64.0	52.9	53.4	57.5	NA	59.9	NA
xglm-keywords30-seen500	lt-en	59.4	58.2	49.0	53.6	56.1	NA	57.3	NA
xglm-rand-keywords10-seen500	lt-en	58.5	58.4	47.5	50.7	53.9	NA	56.4	NA
xglm-rand-keywords10-seen-all	lt-en	61.2	59.7	49.1	53.0	55.8	NA	58.5	NA
xglm-rand-topic3shot-seen500	lt-en	66.4	68.3	57.4	54.9	55.8	NA	58.3	NA
xglm-rand-3shot-seen-all	lt-en	67.1	68.8	61.1	64.3	65.6	NA	70.1	NA
xglm-bm25-3shot-seen-all	lt-en	67.1	68.9	60.9	64.9	65.6	NA	70.0	NA
xglm-sentsim-3shot-seen-all	lt-en	67.1	68.9	61.2	64.7	65.5	NA	70.1	NA
xglm-topic1shot-seen500	lt-en	59.9	66.0	54.5	52.8	54.9	NA	56.3	NA
xglm-topic5shot-seen500	lt-en	66.8	68.7	58.5	54.7	56.5	NA	58.5	NA
xglm-topic3shot-seen200	lt-en	67.0	61.1	56.5	52.3	54.3	NA	55.3	54.5
xglm-topic3shot-seen1000	lt-en	67.2	68.3	55.9	53.4	55.5	NA	57.7	NA
xglm-bm25-3shot-langs	lt-en	72.1	72.5	63.4	58.0	62.5	NA	65.3	NA
xglm-sentsim-3shot-langs	lt-en	72.0	73.2	62.2	60.7	64.2	NA	66.4	NA
xglm-topic3shot-lang500	lt-en	67.6	69.1	58.5	57.2	60.1	NA	63.2	NA
xglm-topic3shot-domain200	lt-en	67.9	68.7	57.5	55.5	58.3	NA	60.9	NA
xglm-domain3shot-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	lt-en	64.1	66.2	56.6	55.6	58.7	NA	61.6	NA
xglm-rand-topic3shot-seen200	lt-en	56.0	58.0	46.7	47.0	49.4	NA	51.7	NA
xglm-base	ro-en	74.6	76.9	62.9	72.4	74.6	64.4	79.2	69.0
xglm-label	ro-en	76.7	80.6	67.3	73.9	76.1	66.2	80.2	NA
xglm-keywords10-seen500	ro-en	67.8	71.8	59.1	72.9	73.6	60.6	75.6	NA
xglm-topic3shot-seen500	ro-en	77.8	82.1	69.6	73.7	75.8	63.8	80.2	NA
xglm-rand-label	ro-en	76.5	79.8	66.5	73.5	76.0	64.7	79.7	NA
verbose-base	ro-en	74.9	78.7	62.9	69.6	73.0	63.1	77.4	NA
xglm-keywords30-seen500	ro-en	64.2	70.0	58.8	73.7	74.0	59.7	77.6	NA
xglm-rand-keywords10-seen500	ro-en	73.8	71.7	59.3	73.0	73.8	60.1	77.8	NA
xglm-rand-keywords10-seen-all	ro-en	74.7	75.0	61.8	73.5	75.7	61.6	79.5	NA
xglm-rand-topic3shot-seen500	ro-en	77.8	82.1	69.6	73.8	75.8	63.8	80.2	NA
xglm-rand-3shot-seen-all	ro-en	70.3	71.9	64.3	69.1	69.4	60.6	73.4	NA
xglm-bm25-3shot-seen-all	ro-en	70.2	71.8	64.2	69.1	69.4	60.6	73.3	NA
xglm-sentsim-3shot-seen-all	ro-en	70.2	71.9	64.3	69.1	69.6	60.9	73.2	NA
xglm-topic1shot-seen500	ro-en	76.3	81.7	68.6	73.4	75.5	64.4	79.8	NA
xglm-topic5shot-seen500	ro-en	77.8	82.2	69.8	73.9	76.1	64.1	80.2	NA
xglm-topic3shot-seen200	ro-en	78.0	80.2	64.0	72.8	75.3	63.9	79.8	69.4
xglm-topic3shot-seen1000	ro-en	78.5	82.4	69.2	73.8	75.7	64.1	79.9	NA
xglm-bm25-3shot-langs	ro-en	78.8	82.8	70.7	74.6	76.8	67.4	81.3	NA
xglm-sentsim-3shot-langs	ro-en	79.1	82.8	70.7	74.8	76.8	67.3	81.4	NA
xglm-topic3shot-lang500	ro-en	78.3	82.5	69.8	74.3	76.7	65.5	80.5	NA
xglm-topic3shot-domain200	ro-en	78.1	82.3	70.0	74.0	76.5	66.5	81.2	NA
xglm-domain3shot-all	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	ro-en	78.0	81.3	69.4	74.7	76.8	NA	80.8	NA
xglm-rand-topic3shot-seen200	ro-en	74.8	78.0	64.2	71.1	74.2	63.9	78.8	NA
xglm-base	mean	59.9	59.9	50.2	61.9	61.1	55.3	65.1	56.7
xglm-label	mean	67.7	71.0	59.1	64.5	64.9	61.4	68.6	58.2
xglm-keywords10-seen500	mean	64.4	65.4	53.1	63.7	64.0	57.9	67.6	NA
xglm-topic3shot-seen500	mean	72.3	76.1	65.5	65.2	66.0	62.7	69.5	NA
xglm-rand-label	mean	67.1	69.8	57.5	64.1	64.8	61.4	68.7	57.9
verbose-base	mean	69.2	72.2	60.8	61.9	64.0	61.3	67.3	64.0
xglm-keywords30-seen500	mean	63.8	63.8	51.9	63.7	63.9	56.3	68.0	NA
xglm-rand-keywords10-seen500	mean	65.6	65.1	52.6	63.6	63.9	57.1	68.0	NA
xglm-rand-keywords10-seen-all	mean	66.2	65.9	53.9	64.4	64.6	57.8	68.8	NA
xglm-rand-topic3shot-seen500	mean	72.3	76.1	65.5	65.3	66.0	62.7	69.5	NA
xglm-rand-3shot-seen-all	mean	69.8	72.2	63.1	65.0	65.5	60.6	68.7	NA
xglm-bm25-3shot-seen-all	mean	68.3	68.9	62.1	64.0	64.4	59.2	67.5	NA
xglm-sentsim-3shot-seen-all	mean	69.8	72.7	63.5	64.9	65.3	60.5	68.4	NA
xglm-topic1shot-seen500	mean	68.8	73.4	62.1	63.4	64.3	60.9	67.9	NA
xglm-topic5shot-seen500	mean	72.5	76.2	65.9	65.5	66.5	63.0	69.6	NA
xglm-topic3shot-seen200	mean	72.5	73.1	63.5	64.8	65.8	62.4	68.7	66.2
xglm-topic3shot-seen1000	mean	72.7	76.2	65.2	65.2	66.1	62.8	69.0	NA
xglm-bm25-3shot-langs	mean	76.6	79.2	69.0	67.3	69.7	69.5	72.2	NA
xglm-sentsim-3shot-langs	mean	76.0	79.0	67.8	67.4	69.2	66.2	71.5	NA
