modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-seen500	en-de	21.7	26.5	18.5	18.8	22.5	11.9	23.9	NA
xglm-rand-label	en-de	11.8	14.0	5.9	16.8	16.4	9.0	21.6	8.8
verbose-base	en-de	22.4	24.0	18.6	14.8	19.8	11.6	20.9	24.7
xglm-keywords30-seen500	en-de	8.6	10.5	3.2	9.6	12.2	4.8	18.1	NA
xglm-rand-keywords10-seen500	en-de	9.8	11.9	3.9	12.2	14.8	5.3	19.5	NA
xglm-rand-keywords10-seen-all	en-de	9.5	11.4	3.8	13.9	14.8	5.8	21.2	NA
xglm-rand-topic3shot-seen500	en-de	21.7	26.6	18.5	18.8	22.6	11.9	23.9	NA
xglm-rand-3shot-seen-all	en-de	23.2	23.9	18.1	18.0	21.3	11.8	23.3	NA
xglm-bm25-3shot-seen-all	en-de	18.3	15.0	17.8	15.4	18.5	9.0	19.6	NA
xglm-sentsim-3shot-seen-all	en-de	23.3	25.5	20.4	17.2	20.7	11.3	21.7	NA
xglm-topic1shot-seen500	en-de	13.9	16.8	8.8	14.4	15.3	9.6	18.8	NA
xglm-topic5shot-seen500	en-de	22.6	26.0	22.3	19.0	23.1	12.2	23.9	NA
xglm-topic3shot-seen200	en-de	23.1	24.0	19.7	18.0	21.7	11.0	21.7	23.5
xglm-topic3shot-seen1000	en-de	21.9	25.8	20.5	17.4	22.8	12.0	22.4	NA
xglm-bm25-3shot-langs	en-de	33.9	35.3	27.1	18.8	23.2	23.1	23.5	NA
xglm-sentsim-3shot-langs	en-de	30.7	32.8	25.6	17.8	24.8	23.2	23.0	NA
xglm-topic3shot-lang500	en-de	26.9	27.3	23.7	18.4	23.4	13.1	23.8	NA
xglm-topic3shot-domain200	en-de	22.1	23.2	18.4	18.0	22.0	12.0	23.4	NA
xglm-domain3shot-all	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-de	26.6	27.1	22.3	18.9	23.1	12.1	23.3	NA
xglm-rand-topic3shot-seen200	en-de	21.8	24.1	18.1	17.4	21.7	12.1	22.5	26.1
xglm-base	en-fi	1.0	1.1	1.0	1.0	1.8	NA	1.9	1.4
xglm-label	en-fi	4.8	4.3	5.0	6.0	6.9	NA	10.2	3.1
xglm-keywords10-seen500	en-fi	5.0	3.5	1.8	3.8	6.5	NA	11.7	NA
xglm-topic3shot-seen500	en-fi	12.8	8.4	18.5	7.4	11.7	NA	13.3	NA
xglm-rand-label	en-fi	4.7	4.0	2.7	4.9	6.9	NA	9.4	3.2
verbose-base	en-fi	11.6	7.4	14.1	5.2	10.4	NA	10.8	13.9
xglm-keywords30-seen500	en-fi	5.0	3.2	1.3	2.6	5.1	NA	10.9	NA
xglm-rand-keywords10-seen500	en-fi	4.2	3.3	1.7	3.6	5.7	NA	11.1	NA
xglm-rand-keywords10-seen-all	en-fi	4.7	3.1	1.8	4.2	5.5	NA	13.0	NA
xglm-rand-topic3shot-seen500	en-fi	12.7	8.6	18.3	7.5	11.7	NA	13.3	NA
xglm-rand-3shot-seen-all	en-fi	11.9	6.9	16.4	7.4	11.7	NA	12.6	NA
xglm-bm25-3shot-seen-all	en-fi	8.5	4.0	12.2	5.0	7.1	NA	10.0	NA
xglm-sentsim-3shot-seen-all	en-fi	12.2	11.6	18.2	6.1	11.6	NA	12.3	NA
xglm-topic1shot-seen500	en-fi	9.1	6.0	6.3	5.7	10.1	NA	11.5	NA
xglm-topic5shot-seen500	en-fi	10.9	9.8	20.6	7.8	12.6	NA	13.0	NA
xglm-topic3shot-seen200	en-fi	12.7	9.3	12.8	5.9	11.4	NA	11.4	12.5
xglm-topic3shot-seen1000	en-fi	13.3	10.0	15.1	6.8	12.2	NA	12.9	NA
xglm-bm25-3shot-langs	en-fi	24.7	25.7	26.9	9.2	19.3	NA	18.2	NA
xglm-sentsim-3shot-langs	en-fi	21.9	22.8	23.9	8.4	19.4	NA	16.6	NA
xglm-topic3shot-lang500	en-fi	13.8	10.2	23.3	7.2	14.9	NA	14.8	NA
xglm-topic3shot-domain200	en-fi	12.5	10.7	12.0	6.9	12.0	NA	13.1	NA
xglm-domain3shot-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fi	14.1	8.8	22.9	7.8	14.6	NA	14.9	NA
xglm-rand-topic3shot-seen200	en-fi	11.3	7.5	15.5	6.5	11.5	NA	11.8	13.5
xglm-base	en-fr	6.4	9.6	4.8	5.9	7.7	2.9	12.8	5.8
xglm-label	en-fr	15.4	23.1	17.4	18.7	20.7	6.1	28.3	13.1
xglm-keywords10-seen500	en-fr	12.4	14.6	7.5	10.1	13.6	3.9	23.4	NA
xglm-topic3shot-seen500	en-fr	30.6	36.8	34.4	22.4	27.8	12.2	30.6	NA
xglm-rand-label	en-fr	15.6	20.9	13.0	17.8	20.6	7.1	29.6	13.4
verbose-base	en-fr	28.3	33.3	32.8	17.7	25.6	11.3	27.3	33.3
xglm-keywords30-seen500	en-fr	12.2	14.2	6.3	10.3	12.5	3.4	23.4	NA
xglm-rand-keywords10-seen500	en-fr	12.8	14.9	7.6	11.6	13.4	3.6	25.2	NA
xglm-rand-keywords10-seen-all	en-fr	13.5	15.3	6.8	13.4	14.7	3.9	27.2	NA
xglm-rand-topic3shot-seen500	en-fr	31.0	36.6	34.4	22.4	27.7	12.2	30.5	NA
xglm-rand-3shot-seen-all	en-fr	30.7	33.7	33.2	23.6	28.4	11.6	29.9	NA
xglm-bm25-3shot-seen-all	en-fr	22.9	22.0	32.8	19.0	24.5	8.7	25.9	NA
xglm-sentsim-3shot-seen-all	en-fr	30.6	37.0	33.5	22.0	28.3	11.2	29.2	NA
xglm-topic1shot-seen500	en-fr	17.5	23.7	16.6	17.0	20.1	8.1	22.0	NA
xglm-topic5shot-seen500	en-fr	30.0	35.8	35.3	24.1	29.2	12.3	30.5	NA
xglm-topic3shot-seen200	en-fr	29.5	36.0	27.6	22.7	28.6	12.0	30.4	34.2
xglm-topic3shot-seen1000	en-fr	28.8	35.7	35.1	23.4	30.3	12.7	30.1	NA
xglm-bm25-3shot-langs	en-fr	39.9	43.9	39.8	23.0	31.4	34.3	30.8	NA
xglm-sentsim-3shot-langs	en-fr	38.8	42.8	37.1	23.0	29.1	31.4	32.0	NA
xglm-topic3shot-lang500	en-fr	34.5	38.0	36.4	24.2	30.3	15.3	30.1	NA
xglm-topic3shot-domain200	en-fr	31.4	33.6	30.2	23.5	29.1	11.9	31.8	NA
xglm-domain3shot-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fr	32.6	35.7	34.9	23.8	30.1	13.6	30.9	NA
xglm-rand-topic3shot-seen200	en-fr	28.9	34.1	32.6	23.8	27.9	12.5	30.5	34.5
xglm-base	en-lt	0.7	1.2	0.4	0.3	0.3	NA	0.3	0.9
xglm-label	en-lt	2.6	3.3	2.3	1.0	0.7	NA	1.1	2.1
xglm-keywords10-seen500	en-lt	2.1	2.6	0.8	0.8	0.7	NA	1.1	NA
xglm-topic3shot-seen500	en-lt	5.0	4.9	7.2	1.2	1.3	NA	1.7	NA
xglm-rand-label	en-lt	2.8	3.0	1.8	0.6	0.8	NA	1.2	2.3
verbose-base	en-lt	3.9	4.2	5.0	0.8	1.1	NA	1.2	6.0
xglm-keywords30-seen500	en-lt	2.1	2.4	0.7	0.6	0.7	NA	1.0	NA
xglm-rand-keywords10-seen500	en-lt	2.2	2.6	0.8	0.9	0.8	NA	1.2	NA
xglm-rand-keywords10-seen-all	en-lt	1.8	2.5	0.8	0.8	0.9	NA	1.4	NA
xglm-rand-topic3shot-seen500	en-lt	4.9	4.9	7.0	1.2	1.2	NA	1.7	NA
xglm-rand-3shot-seen-all	en-lt	4.8	4.7	7.4	1.1	1.3	NA	1.8	NA
xglm-bm25-3shot-seen-all	en-lt	4.5	3.9	6.4	0.6	1.2	NA	1.4	NA
xglm-sentsim-3shot-seen-all	en-lt	7.0	7.3	11.9	1.9	1.3	NA	1.4	NA
xglm-topic1shot-seen500	en-lt	4.1	4.5	3.3	0.7	0.9	NA	1.1	NA
xglm-topic5shot-seen500	en-lt	4.9	5.3	6.5	1.0	1.1	NA	1.6	NA
xglm-topic3shot-seen200	en-lt	6.0	5.8	5.0	1.3	1.1	NA	1.3	6.4
xglm-topic3shot-seen1000	en-lt	4.9	5.2	6.2	1.0	1.2	NA	1.2	NA
xglm-bm25-3shot-langs	en-lt	15.9	14.0	17.8	2.7	6.5	NA	7.4	NA
xglm-sentsim-3shot-langs	en-lt	12.6	12.2	17.4	2.5	5.7	NA	6.2	NA
xglm-topic3shot-lang500	en-lt	6.0	7.6	8.5	1.5	1.5	NA	1.8	NA
xglm-topic3shot-domain200	en-lt	6.6	5.9	5.5	1.1	1.0	NA	1.7	NA
xglm-domain3shot-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-lt	5.8	5.2	8.5	1.3	1.3	NA	1.9	NA
xglm-rand-topic3shot-seen200	en-lt	4.3	4.4	4.1	1.0	1.1	NA	1.4	5.6
xglm-base	en-ro	1.9	5.9	1.3	4.7	5.0	1.4	7.3	4.2
xglm-label	en-ro	10.5	15.4	5.9	12.5	13.1	3.8	20.3	9.7
xglm-keywords10-seen500	en-ro	9.4	11.2	2.3	11.1	13.0	2.9	19.1	NA
xglm-topic3shot-seen500	en-ro	23.7	26.1	23.3	15.4	16.7	5.5	21.1	NA
xglm-rand-label	en-ro	10.2	12.8	3.1	11.3	12.0	3.9	19.0	8.8
verbose-base	en-ro	20.7	21.2	17.0	12.2	15.3	4.5	19.1	22.6
xglm-keywords30-seen500	en-ro	9.6	11.0	1.8	9.1	14.2	2.6	18.7	NA
xglm-rand-keywords10-seen500	en-ro	9.6	10.4	2.2	10.3	13.5	2.7	18.1	NA
xglm-rand-keywords10-seen-all	en-ro	9.3	10.6	2.1	12.6	12.8	2.5	18.6	NA
xglm-rand-topic3shot-seen500	en-ro	23.7	26.1	23.2	15.5	16.7	5.5	21.2	NA
xglm-rand-3shot-seen-all	en-ro	20.9	23.9	20.9	15.9	18.4	5.1	20.8	NA
xglm-bm25-3shot-seen-all	en-ro	19.6	18.9	19.2	12.7	14.9	4.5	19.8	NA
xglm-sentsim-3shot-seen-all	en-ro	24.0	25.1	21.9	15.7	17.0	4.8	20.1	NA
xglm-topic1shot-seen500	en-ro	21.8	21.6	14.2	13.6	16.4	4.8	20.0	NA
xglm-topic5shot-seen500	en-ro	24.8	24.6	23.0	16.8	18.2	5.6	20.9	NA
xglm-topic3shot-seen200	en-ro	23.6	25.0	18.7	16.3	18.7	5.5	21.6	23.5
xglm-topic3shot-seen1000	en-ro	22.7	25.0	23.3	16.9	18.2	5.4	20.1	NA
xglm-bm25-3shot-langs	en-ro	36.7	35.6	30.1	19.9	19.5	28.9	22.4	NA
xglm-sentsim-3shot-langs	en-ro	35.0	34.2	28.0	19.8	19.2	24.8	23.2	NA
xglm-topic3shot-lang500	en-ro	28.5	29.1	24.1	18.6	19.7	7.6	21.7	NA
xglm-topic3shot-domain200	en-ro	24.2	25.6	17.6	14.2	18.0	5.6	21.8	NA
xglm-domain3shot-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ro	25.8	26.9	21.2	18.9	19.0	6.3	22.0	NA
xglm-rand-topic3shot-seen200	en-ro	22.6	23.6	16.7	16.2	18.1	5.2	21.5	24.8
xglm-base	en-ta	NA	NA	0.1	0.5	0.6	0.1	0.1	0.4
xglm-label	en-ta	NA	NA	0.4	0.6	0.9	0.0	0.1	1.1
xglm-keywords10-seen500	en-ta	NA	NA	0.2	0.7	0.9	0.1	0.1	NA
xglm-topic3shot-seen500	en-ta	NA	NA	1.1	1.0	0.5	0.0	0.3	NA
xglm-rand-label	en-ta	NA	NA	0.2	0.6	0.9	0.0	0.1	1.2
verbose-base	en-ta	NA	NA	0.6	0.5	0.4	0.0	0.2	1.7
xglm-keywords30-seen500	en-ta	NA	NA	0.2	0.4	0.9	0.0	0.2	NA
xglm-rand-keywords10-seen500	en-ta	NA	NA	0.1	0.6	0.8	0.0	0.1	NA
xglm-rand-keywords10-seen-all	en-ta	NA	NA	0.1	0.5	0.8	0.0	0.2	NA
xglm-rand-topic3shot-seen500	en-ta	NA	NA	1.1	0.9	0.5	0.0	0.3	NA
xglm-rand-3shot-seen-all	en-ta	NA	NA	1.3	1.0	0.9	0.0	0.2	NA
xglm-bm25-3shot-seen-all	en-ta	NA	NA	1.2	0.8	1.2	0.0	0.2	NA
xglm-sentsim-3shot-seen-all	en-ta	NA	NA	1.7	1.1	0.9	0.0	0.1	NA
xglm-topic1shot-seen500	en-ta	NA	NA	0.5	0.7	0.5	0.0	0.2	NA
xglm-topic5shot-seen500	en-ta	NA	NA	0.9	1.0	0.6	0.0	0.2	NA
xglm-topic3shot-seen200	en-ta	NA	NA	0.9	0.6	0.5	0.0	0.1	1.9
xglm-topic3shot-seen1000	en-ta	NA	NA	1.1	1.0	0.5	0.0	0.2	NA
xglm-bm25-3shot-langs	en-ta	NA	NA	6.6	3.9	4.9	25.1	6.2	NA
xglm-sentsim-3shot-langs	en-ta	NA	NA	1.5	2.3	2.4	0.5	0.2	NA
xglm-topic3shot-lang500	en-ta	NA	NA	1.2	0.8	1.2	0.4	0.4	NA
xglm-topic3shot-domain200	en-ta	NA	NA	1.0	1.0	1.3	0.4	0.3	NA
xglm-domain3shot-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ta	NA	NA	1.2	0.9	0.7	0.0	0.2	NA
xglm-rand-topic3shot-seen200	en-ta	NA	NA	0.6	0.8	0.5	0.0	0.1	1.8
xglm-base	cs-en	19.9	22.8	6.3	23.2	22.0	7.9	27.0	16.5
xglm-label	cs-en	28.9	33.8	15.7	26.1	26.2	12.5	28.1	NA
xglm-keywords10-seen500	cs-en	15.9	20.0	3.8	19.2	20.7	6.1	24.1	NA
xglm-topic3shot-seen500	cs-en	36.4	39.6	32.8	27.4	25.5	10.6	28.0	NA
xglm-rand-label	cs-en	27.0	28.4	13.0	25.3	25.4	8.6	27.2	NA
verbose-base	cs-en	20.6	25.6	14.7	13.6	16.6	7.3	19.1	NA
xglm-keywords30-seen500	cs-en	15.0	17.6	3.5	22.7	19.5	4.3	25.5	NA
xglm-rand-keywords10-seen500	cs-en	18.5	19.0	3.7	19.0	19.6	5.4	25.7	NA
xglm-rand-keywords10-seen-all	cs-en	18.4	21.1	4.7	22.3	24.3	5.2	27.8	NA
xglm-rand-topic3shot-seen500	cs-en	36.8	39.5	32.8	27.4	25.5	10.6	28.0	NA
xglm-rand-3shot-seen-all	cs-en	5.7	6.3	8.6	3.4	1.9	0.2	1.4	NA
xglm-bm25-3shot-seen-all	cs-en	5.6	3.5	7.8	1.7	1.1	0.1	1.4	NA
xglm-sentsim-3shot-seen-all	cs-en	5.5	6.1	8.3	3.0	1.8	1.6	1.5	NA
xglm-topic1shot-seen500	cs-en	32.5	37.0	25.2	26.1	25.8	10.5	27.5	NA
xglm-topic5shot-seen500	cs-en	37.7	41.0	33.2	27.5	25.5	9.8	27.8	NA
xglm-topic3shot-seen200	cs-en	36.5	31.1	13.4	25.8	25.6	9.3	27.6	26.0
xglm-topic3shot-seen1000	cs-en	36.5	40.3	32.8	26.3	25.9	9.6	27.5	NA
xglm-bm25-3shot-langs	cs-en	44.7	44.6	38.9	26.6	28.9	16.8	30.0	NA
xglm-sentsim-3shot-langs	cs-en	45.2	43.2	37.0	26.7	28.2	16.3	30.0	NA
xglm-topic3shot-lang500	cs-en	38.3	40.3	31.3	26.5	27.8	13.7	28.7	NA
xglm-topic3shot-domain200	cs-en	38.7	39.6	31.4	27.3	28.1	14.8	29.9	NA
xglm-domain3shot-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	cs-en	34.0	37.1	30.9	27.1	27.2	NA	28.5	NA
xglm-rand-topic3shot-seen200	cs-en	30.6	30.7	12.7	19.4	21.9	9.2	26.4	NA
xglm-base	fr-en	21.6	26.2	14.8	25.4	29.3	11.5	31.8	19.4
xglm-label	fr-en	32.6	41.2	27.3	28.6	32.6	17.7	35.5	NA
xglm-keywords10-seen500	fr-en	14.7	21.2	11.8	17.7	21.8	9.2	19.4	NA
xglm-topic3shot-seen500	fr-en	40.6	46.1	39.6	29.7	35.7	16.7	35.4	NA
xglm-rand-label	fr-en	31.9	37.0	26.7	27.9	33.2	15.4	34.8	NA
verbose-base	fr-en	33.4	37.6	31.5	22.9	31.2	15.2	31.2	NA
xglm-keywords30-seen500	fr-en	11.2	17.0	10.0	19.5	20.4	7.1	22.5	NA
xglm-rand-keywords10-seen500	fr-en	17.4	21.5	10.2	13.3	21.2	8.3	24.9	NA
xglm-rand-keywords10-seen-all	fr-en	21.4	23.1	13.6	20.6	26.5	9.1	32.6	NA
xglm-rand-topic3shot-seen500	fr-en	40.6	46.1	39.7	29.7	35.7	16.6	35.5	NA
xglm-rand-3shot-seen-all	fr-en	6.4	6.6	7.2	3.7	2.8	0.5	2.7	NA
xglm-bm25-3shot-seen-all	fr-en	5.8	5.2	6.5	1.9	2.0	0.1	1.6	NA
xglm-sentsim-3shot-seen-all	fr-en	6.5	6.9	8.0	2.8	3.8	1.3	4.3	NA
xglm-topic1shot-seen500	fr-en	38.1	44.3	33.6	28.7	35.7	16.5	35.3	NA
xglm-topic5shot-seen500	fr-en	40.6	47.6	40.4	29.5	35.9	16.2	35.6	NA
xglm-topic3shot-seen200	fr-en	41.6	39.5	39.1	28.8	35.0	17.1	34.9	30.0
xglm-topic3shot-seen1000	fr-en	41.8	46.8	38.8	29.2	35.2	15.6	35.1	NA
xglm-bm25-3shot-langs	fr-en	47.9	50.3	45.1	29.3	36.0	17.7	36.8	NA
xglm-sentsim-3shot-langs	fr-en	47.5	49.6	42.1	28.7	36.4	18.0	36.5	NA
xglm-topic3shot-lang500	fr-en	42.2	47.5	39.6	29.1	35.9	18.4	35.6	NA
xglm-topic3shot-domain200	fr-en	42.2	47.3	36.0	30.0	36.4	18.4	36.7	NA
xglm-domain3shot-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	fr-en	39.5	42.6	38.4	28.8	36.4	NA	35.4	NA
xglm-rand-topic3shot-seen200	fr-en	32.3	36.5	25.6	27.4	33.3	17.1	33.3	NA
xglm-base	lt-en	6.3	8.6	1.8	3.6	6.3	NA	7.4	6.5
xglm-label	lt-en	10.4	13.0	6.5	5.1	8.3	NA	8.7	NA
xglm-keywords10-seen500	lt-en	6.2	9.3	1.7	3.6	6.2	NA	7.4	NA
xglm-topic3shot-seen500	lt-en	16.6	19.0	13.1	6.7	8.4	NA	9.2	NA
xglm-rand-label	lt-en	9.6	11.2	6.9	4.8	6.9	NA	8.4	NA
verbose-base	lt-en	10.7	13.6	7.4	4.9	8.3	NA	9.0	NA
xglm-keywords30-seen500	lt-en	5.5	7.2	1.5	4.8	6.4	NA	7.1	NA
xglm-rand-keywords10-seen500	lt-en	6.2	8.2	1.3	2.7	5.6	NA	6.9	NA
xglm-rand-keywords10-seen-all	lt-en	8.0	8.5	1.6	5.0	5.6	NA	8.3	NA
xglm-rand-topic3shot-seen500	lt-en	16.6	18.8	13.1	6.7	8.5	NA	9.2	NA
xglm-rand-3shot-seen-all	lt-en	4.5	3.5	5.1	0.8	1.2	NA	0.9	NA
xglm-bm25-3shot-seen-all	lt-en	4.5	3.6	5.1	1.0	0.9	NA	0.9	NA
xglm-sentsim-3shot-seen-all	lt-en	4.5	3.8	5.1	0.7	1.2	NA	0.9	NA
xglm-topic1shot-seen500	lt-en	12.6	17.3	9.9	5.2	8.1	NA	7.8	NA
xglm-topic5shot-seen500	lt-en	16.5	20.3	13.4	6.1	9.1	NA	9.2	NA
xglm-topic3shot-seen200	lt-en	17.3	12.7	11.4	4.8	7.8	NA	8.3	9.4
xglm-topic3shot-seen1000	lt-en	17.6	20.7	11.9	5.0	8.1	NA	8.8	NA
xglm-bm25-3shot-langs	lt-en	27.8	28.5	27.4	9.8	16.8	NA	18.9	NA
xglm-sentsim-3shot-langs	lt-en	28.3	28.2	23.6	10.9	17.3	NA	18.9	NA
xglm-topic3shot-lang500	lt-en	17.5	22.5	14.5	7.3	10.9	NA	12.8	NA
xglm-topic3shot-domain200	lt-en	19.0	20.3	10.9	7.3	9.7	NA	11.3	NA
xglm-domain3shot-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	lt-en	13.8	17.3	12.0	6.7	10.6	NA	11.8	NA
xglm-rand-topic3shot-seen200	lt-en	8.2	11.5	2.0	1.5	4.1	NA	5.4	NA
xglm-base	ro-en	22.5	25.5	5.6	23.2	27.0	9.7	32.4	20.1
xglm-label	ro-en	32.5	39.6	17.1	31.7	30.4	12.2	34.6	NA
xglm-keywords10-seen500	ro-en	15.7	22.8	4.4	24.0	20.6	6.8	23.2	NA
xglm-topic3shot-seen500	ro-en	39.4	44.9	29.6	31.9	30.8	9.6	35.6	NA
xglm-rand-label	ro-en	31.6	35.1	13.3	30.8	30.1	9.5	34.1	NA
verbose-base	ro-en	33.4	34.9	21.8	24.9	27.3	10.7	32.6	NA
xglm-keywords30-seen500	ro-en	12.8	18.9	3.6	24.6	20.1	5.1	25.3	NA
xglm-rand-keywords10-seen500	ro-en	21.3	20.6	4.4	24.2	21.5	5.7	26.0	NA
xglm-rand-keywords10-seen-all	ro-en	23.3	24.2	4.8	29.0	26.1	6.0	32.9	NA
xglm-rand-topic3shot-seen500	ro-en	39.4	44.8	29.6	31.9	30.9	9.6	35.7	NA
xglm-rand-3shot-seen-all	ro-en	5.8	5.5	6.9	2.3	2.6	0.1	2.8	NA
xglm-bm25-3shot-seen-all	ro-en	5.2	4.3	5.7	3.5	2.1	0.1	2.0	NA
xglm-sentsim-3shot-seen-all	ro-en	5.8	5.1	6.6	2.2	3.0	1.0	2.3	NA
xglm-topic1shot-seen500	ro-en	40.3	43.1	27.6	31.6	30.1	10.1	34.9	NA
xglm-topic5shot-seen500	ro-en	41.1	45.5	32.6	33.1	31.0	9.4	35.5	NA
xglm-topic3shot-seen200	ro-en	41.4	40.1	13.2	30.6	30.8	9.2	34.4	34.2
xglm-topic3shot-seen1000	ro-en	42.4	45.6	32.6	32.4	31.6	9.7	35.2	NA
xglm-bm25-3shot-langs	ro-en	48.3	49.9	40.8	33.0	32.8	14.2	38.4	NA
xglm-sentsim-3shot-langs	ro-en	48.4	49.9	35.8	33.6	32.8	13.8	37.8	NA
xglm-topic3shot-lang500	ro-en	42.0	45.8	34.3	32.4	32.0	12.8	36.7	NA
xglm-topic3shot-domain200	ro-en	42.6	45.5	28.7	32.8	32.8	13.8	36.9	NA
xglm-domain3shot-all	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	ro-en	39.5	40.6	31.0	32.6	32.2	NA	36.2	NA
xglm-rand-topic3shot-seen200	ro-en	31.1	35.3	12.7	27.9	29.5	9.2	33.2	NA
xglm-base	mean	8.7	11.1	3.6	9.0	10.0	5.1	12.4	7.5
xglm-label	mean	15.7	20.0	10.2	14.2	14.7	8.1	18.1	6.1
xglm-keywords10-seen500	mean	9.9	12.7	3.6	10.0	11.3	4.6	14.7	NA
xglm-topic3shot-seen500	mean	24.3	27.3	21.8	15.8	17.6	8.8	19.5	NA
xglm-rand-label	mean	15.3	17.7	8.2	13.6	14.6	7.1	17.9	6.1
verbose-base	mean	20.1	22.0	16.3	11.4	15.2	8.1	16.8	17.1
xglm-keywords30-seen500	mean	8.9	11.1	3.1	9.9	10.7	3.6	15.0	NA
xglm-rand-keywords10-seen500	mean	10.9	12.2	3.4	9.5	11.1	4.1	15.5	NA
xglm-rand-keywords10-seen-all	mean	11.7	12.9	3.9	11.7	12.6	4.3	17.8	NA
xglm-rand-topic3shot-seen500	mean	24.4	27.3	21.7	15.8	17.6	8.8	19.5	NA
xglm-rand-3shot-seen-all	mean	13.0	13.6	13.2	8.2	9.5	4.2	10.0	NA
xglm-bm25-3shot-seen-all	mean	10.6	9.3	11.4	6.4	7.5	3.2	8.4	NA
xglm-sentsim-3shot-seen-all	mean	13.7	15.0	14.4	7.6	9.3	4.4	9.7	NA
xglm-topic1shot-seen500	mean	20.2	23.2	14.3	13.8	15.8	8.0	17.5	NA
xglm-topic5shot-seen500	mean	24.6	27.8	22.7	16.2	18.2	8.7	19.4	NA
xglm-topic3shot-seen200	mean	24.8	23.3	16.1	15.1	17.6	8.6	18.7	20.0
xglm-topic3shot-seen1000	mean	24.8	27.7	21.6	15.5	18.0	8.7	18.8	NA
xglm-bm25-3shot-langs	mean	35.1	35.9	30.0	17.2	21.5	22.7	22.8	NA
xglm-sentsim-3shot-langs	mean	33.8	34.4	27.3	17.0	21.0	18.4	21.9	NA
