modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-seen500	en-de	95.4	99.2	92.6	99.4	98.4	97.8	99.4	NA
xglm-rand-label	en-de	77.2	83.0	65.4	96.8	94.4	93.2	97.6	73.2
verbose-base	en-de	96.8	98.2	94.0	98.0	97.4	98.6	98.8	97.4
xglm-keywords30-seen500	en-de	72.6	71.0	55.0	94.4	90.0	80.2	97.0	NA
xglm-rand-keywords10-seen500	en-de	78.0	76.4	57.0	96.6	92.8	84.0	97.2	NA
xglm-rand-keywords10-seen-all	en-de	75.6	74.8	57.8	97.8	94.0	83.2	98.6	NA
xglm-rand-topic3shot-seen500	en-de	95.4	99.2	92.8	99.4	98.4	97.8	99.4	NA
xglm-rand-3shot-seen-all	en-de	83.8	92.4	71.8	93.8	92.6	95.4	94.2	NA
xglm-bm25-3shot-seen-all	en-de	78.6	80.8	71.2	88.0	88.2	85.0	90.6	NA
xglm-sentsim-3shot-seen-all	en-de	77.2	92.6	75.8	92.0	89.2	91.8	92.4	NA
xglm-topic1shot-seen500	en-de	84.2	87.6	77.8	92.2	90.0	89.6	94.2	NA
xglm-topic5shot-seen500	en-de	94.8	99.0	93.4	99.0	98.4	99.4	99.6	NA
xglm-topic3shot-seen200	en-de	95.2	97.4	90.6	99.4	97.2	95.4	98.6	93.4
xglm-topic3shot-seen1000	en-de	95.8	98.6	92.0	99.2	98.6	99.2	98.4	NA
xglm-bm25-3shot-langs	en-de	98.6	100.0	94.4	98.4	99.0	99.6	99.6	NA
xglm-sentsim-3shot-langs	en-de	97.4	99.8	94.6	98.0	98.6	99.8	99.8	NA
xglm-topic3shot-lang500	en-de	98.0	100.0	93.6	98.8	98.8	99.2	99.8	NA
xglm-topic3shot-domain200	en-de	95.0	94.8	91.0	98.2	95.8	91.0	99.6	NA
xglm-domain3shot-all	en-de	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-de	97.8	99.8	92.6	99.0	98.6	99.4	99.6	NA
xglm-rand-topic3shot-seen200	en-de	95.0	96.4	90.2	98.2	97.4	98.2	98.8	94.2
xglm-base	en-fi	12.8	31.6	11.4	56.8	49.2	NA	53.0	19.6
xglm-label	en-fi	58.0	85.0	45.4	91.4	87.4	NA	92.0	41.2
xglm-keywords10-seen500	en-fi	73.4	78.8	45.6	87.6	85.4	NA	95.4	NA
xglm-topic3shot-seen500	en-fi	95.4	96.0	88.4	96.4	95.2	NA	98.4	NA
xglm-rand-label	en-fi	55.6	79.0	45.6	86.0	84.6	NA	91.8	45.6
verbose-base	en-fi	95.6	96.6	92.4	95.2	96.8	NA	98.4	92.0
xglm-keywords30-seen500	en-fi	72.0	75.8	35.4	88.2	83.8	NA	95.8	NA
xglm-rand-keywords10-seen500	en-fi	65.4	76.0	41.8	89.2	84.4	NA	95.8	NA
xglm-rand-keywords10-seen-all	en-fi	62.6	74.6	40.6	88.8	84.6	NA	96.8	NA
xglm-rand-topic3shot-seen500	en-fi	95.6	96.0	88.4	96.4	95.2	NA	98.4	NA
xglm-rand-3shot-seen-all	en-fi	76.6	83.2	72.4	88.2	87.6	NA	93.0	NA
xglm-bm25-3shot-seen-all	en-fi	71.6	70.6	66.2	75.2	78.6	NA	85.0	NA
xglm-sentsim-3shot-seen-all	en-fi	70.6	76.6	72.0	81.4	84.2	NA	90.4	NA
xglm-topic1shot-seen500	en-fi	88.0	92.0	81.2	91.0	91.4	NA	95.2	NA
xglm-topic5shot-seen500	en-fi	93.8	97.6	89.2	97.6	96.8	NA	99.0	NA
xglm-topic3shot-seen200	en-fi	94.0	97.2	87.8	94.4	95.2	NA	97.0	82.2
xglm-topic3shot-seen1000	en-fi	95.6	96.6	87.4	95.4	96.8	NA	98.0	NA
xglm-bm25-3shot-langs	en-fi	98.2	99.4	93.8	97.4	97.6	NA	99.4	NA
xglm-sentsim-3shot-langs	en-fi	97.4	99.8	95.0	97.4	98.6	NA	99.4	NA
xglm-topic3shot-lang500	en-fi	97.8	98.8	90.2	97.0	97.6	NA	99.0	NA
xglm-topic3shot-domain200	en-fi	93.0	97.0	87.0	95.4	95.8	NA	99.4	NA
xglm-domain3shot-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fi	96.8	98.2	91.2	96.4	98.6	NA	99.2	NA
xglm-rand-topic3shot-seen200	en-fi	95.0	96.4	85.8	94.4	95.0	NA	96.6	82.6
xglm-base	en-fr	44.4	47.0	21.2	73.8	67.6	55.6	80.0	44.8
xglm-label	en-fr	78.2	85.2	63.0	92.0	88.6	84.4	97.8	68.8
xglm-keywords10-seen500	en-fr	70.6	62.0	48.0	87.8	83.2	67.8	94.8	NA
xglm-topic3shot-seen500	en-fr	94.8	99.0	92.8	92.4	94.4	98.4	98.0	NA
xglm-rand-label	en-fr	77.6	82.0	59.4	90.8	89.6	89.0	97.6	68.2
verbose-base	en-fr	95.4	98.6	91.6	93.0	95.2	99.0	97.4	95.2
xglm-keywords30-seen500	en-fr	72.0	60.4	39.2	89.4	81.2	61.8	95.2	NA
xglm-rand-keywords10-seen500	en-fr	73.6	64.8	46.2	88.2	84.2	65.8	95.0	NA
xglm-rand-keywords10-seen-all	en-fr	74.0	64.6	45.6	90.4	86.6	69.2	97.0	NA
xglm-rand-topic3shot-seen500	en-fr	95.0	99.0	92.8	92.2	94.4	98.4	98.0	NA
xglm-rand-3shot-seen-all	en-fr	86.4	92.6	78.8	90.8	89.8	95.2	94.0	NA
xglm-bm25-3shot-seen-all	en-fr	77.4	81.2	73.8	88.2	88.4	86.6	90.8	NA
xglm-sentsim-3shot-seen-all	en-fr	80.0	93.4	79.0	87.6	88.8	92.0	92.4	NA
xglm-topic1shot-seen500	en-fr	80.4	80.6	73.6	86.0	85.0	80.6	91.0	NA
xglm-topic5shot-seen500	en-fr	94.8	98.0	91.0	93.8	96.8	99.4	99.0	NA
xglm-topic3shot-seen200	en-fr	93.6	97.0	87.0	94.2	96.4	96.4	98.6	91.6
xglm-topic3shot-seen1000	en-fr	94.6	98.2	90.8	96.2	96.8	99.0	97.8	NA
xglm-bm25-3shot-langs	en-fr	98.4	99.2	94.6	96.0	98.0	99.6	99.0	NA
xglm-sentsim-3shot-langs	en-fr	98.0	99.4	93.8	96.4	97.4	99.6	99.0	NA
xglm-topic3shot-lang500	en-fr	96.6	99.4	92.8	96.0	96.8	99.6	99.0	NA
xglm-topic3shot-domain200	en-fr	95.6	94.4	87.4	94.6	95.4	87.0	99.0	NA
xglm-domain3shot-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fr	97.0	99.0	91.8	95.4	97.8	100.0	99.4	NA
xglm-rand-topic3shot-seen200	en-fr	NA	NA	NA	NA	NA	NA	NA	92.8
xglm-base	en-lt	13.6	42.6	23.4	67.0	48.8	NA	52.2	23.2
xglm-label	en-lt	53.0	83.6	37.8	88.8	81.8	NA	86.0	40.0
xglm-keywords10-seen500	en-lt	73.2	83.4	54.6	90.4	86.6	NA	90.8	NA
xglm-topic3shot-seen500	en-lt	93.8	97.2	86.4	90.2	93.8	NA	94.8	NA
xglm-rand-label	en-lt	49.0	77.4	46.8	83.6	82.2	NA	82.8	51.0
verbose-base	en-lt	91.8	92.6	88.0	90.2	94.0	NA	95.2	83.2
xglm-keywords30-seen500	en-lt	73.2	79.2	51.4	86.6	85.8	NA	89.2	NA
xglm-rand-keywords10-seen500	en-lt	72.4	81.8	54.8	90.0	88.8	NA	93.6	NA
xglm-rand-keywords10-seen-all	en-lt	67.4	81.2	58.8	90.2	87.2	NA	92.8	NA
xglm-rand-topic3shot-seen500	en-lt	93.8	97.2	86.4	90.2	93.4	NA	94.8	NA
xglm-rand-3shot-seen-all	en-lt	73.4	88.0	74.8	85.4	85.6	NA	87.4	NA
xglm-bm25-3shot-seen-all	en-lt	63.4	78.8	63.2	75.0	72.0	NA	77.4	NA
xglm-sentsim-3shot-seen-all	en-lt	70.8	86.2	75.6	82.6	81.6	NA	85.6	NA
xglm-topic1shot-seen500	en-lt	85.6	95.2	83.2	90.4	93.6	NA	93.2	NA
xglm-topic5shot-seen500	en-lt	93.4	97.4	89.2	92.8	94.0	NA	95.6	NA
xglm-topic3shot-seen200	en-lt	93.8	94.4	85.8	92.2	93.8	NA	94.8	82.4
xglm-topic3shot-seen1000	en-lt	93.8	97.0	89.0	93.0	95.4	NA	94.0	NA
xglm-bm25-3shot-langs	en-lt	98.4	98.4	95.8	96.8	98.0	NA	99.0	NA
xglm-sentsim-3shot-langs	en-lt	97.0	99.4	94.8	95.8	97.2	NA	98.2	NA
xglm-topic3shot-lang500	en-lt	96.2	97.8	91.0	95.0	97.4	NA	97.8	NA
xglm-topic3shot-domain200	en-lt	92.6	96.8	87.6	92.0	93.8	NA	95.8	NA
xglm-domain3shot-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-lt	96.4	97.6	89.8	94.4	95.4	NA	97.0	NA
xglm-rand-topic3shot-seen200	en-lt	NA	NA	NA	NA	NA	NA	NA	82.0
xglm-base	en-ro	24.6	60.8	28.8	80.4	79.8	70.4	81.6	41.4
xglm-label	en-ro	72.6	93.2	49.8	89.8	91.6	93.6	96.4	62.8
xglm-keywords10-seen500	en-ro	76.6	83.8	51.4	91.2	93.8	92.2	98.4	NA
xglm-topic3shot-seen500	en-ro	96.4	99.4	85.8	92.8	95.4	99.0	98.4	NA
xglm-rand-label	en-ro	74.0	85.2	52.0	87.6	91.4	94.8	97.6	64.2
verbose-base	en-ro	96.6	99.0	87.2	93.0	97.0	99.0	98.4	89.6
xglm-keywords30-seen500	en-ro	80.0	85.0	45.0	91.6	94.6	90.4	98.2	NA
xglm-rand-keywords10-seen500	en-ro	78.6	84.2	55.4	91.0	93.2	90.0	97.8	NA
xglm-rand-keywords10-seen-all	en-ro	77.0	82.8	51.0	92.4	93.4	88.6	97.6	NA
xglm-rand-topic3shot-seen500	en-ro	96.4	99.4	85.4	92.8	95.4	99.0	98.4	NA
xglm-rand-3shot-seen-all	en-ro	85.4	96.0	72.8	89.8	94.4	96.2	94.8	NA
xglm-bm25-3shot-seen-all	en-ro	78.6	90.8	66.6	83.2	86.2	91.0	92.6	NA
xglm-sentsim-3shot-seen-all	en-ro	80.6	94.2	75.0	88.8	90.4	95.2	94.4	NA
xglm-topic1shot-seen500	en-ro	94.0	97.6	84.0	92.0	95.0	99.2	98.2	NA
xglm-topic5shot-seen500	en-ro	96.6	99.4	86.4	93.0	96.8	99.2	98.4	NA
xglm-topic3shot-seen200	en-ro	96.4	99.4	84.6	94.0	96.4	99.4	98.8	89.0
xglm-topic3shot-seen1000	en-ro	94.4	99.2	88.0	93.6	96.8	99.4	97.6	NA
xglm-bm25-3shot-langs	en-ro	98.6	99.4	91.6	93.8	97.8	99.6	99.4	NA
xglm-sentsim-3shot-langs	en-ro	98.4	99.6	92.0	94.2	98.0	99.2	99.8	NA
xglm-topic3shot-lang500	en-ro	97.8	99.6	90.4	94.8	97.2	99.6	99.6	NA
xglm-topic3shot-domain200	en-ro	96.2	99.2	84.8	92.6	97.0	98.4	99.0	NA
xglm-domain3shot-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ro	97.0	99.2	89.4	94.2	98.2	98.6	99.2	NA
xglm-rand-topic3shot-seen200	en-ro	NA	NA	NA	NA	NA	NA	NA	88.6
xglm-base	en-ta	NA	NA	48.4	78.4	43.0	87.6	79.0	58.0
xglm-label	en-ta	NA	NA	48.2	92.8	62.0	96.2	97.6	68.4
xglm-keywords10-seen500	en-ta	NA	NA	70.0	94.6	69.2	97.2	97.2	NA
xglm-topic3shot-seen500	en-ta	NA	NA	95.2	98.0	96.0	99.8	98.8	NA
xglm-rand-label	en-ta	NA	NA	53.4	94.2	60.2	96.4	93.0	73.8
verbose-base	en-ta	NA	NA	85.6	92.0	95.6	93.6	94.6	87.6
xglm-keywords30-seen500	en-ta	NA	NA	73.8	94.0	67.2	96.8	96.0	NA
xglm-rand-keywords10-seen500	en-ta	NA	NA	72.0	94.0	71.2	95.2	96.6	NA
xglm-rand-keywords10-seen-all	en-ta	NA	NA	67.4	93.4	70.4	96.6	95.6	NA
xglm-rand-topic3shot-seen500	en-ta	NA	NA	95.0	98.0	96.0	99.8	99.0	NA
xglm-rand-3shot-seen-all	en-ta	NA	NA	76.4	94.0	73.0	94.8	93.6	NA
xglm-bm25-3shot-seen-all	en-ta	NA	NA	68.0	80.0	58.4	82.8	83.2	NA
xglm-sentsim-3shot-seen-all	en-ta	NA	NA	80.2	90.6	72.6	90.2	93.0	NA
xglm-topic1shot-seen500	en-ta	NA	NA	88.8	93.2	89.4	98.8	97.4	NA
xglm-topic5shot-seen500	en-ta	NA	NA	93.0	97.4	95.6	99.4	99.6	NA
xglm-topic3shot-seen200	en-ta	NA	NA	89.8	97.8	95.0	99.4	98.4	93.6
xglm-topic3shot-seen1000	en-ta	NA	NA	96.0	97.2	96.4	99.2	98.8	NA
xglm-bm25-3shot-langs	en-ta	NA	NA	97.4	98.8	98.8	100.0	99.8	NA
xglm-sentsim-3shot-langs	en-ta	NA	NA	92.0	98.0	99.2	99.8	97.6	NA
xglm-topic3shot-lang500	en-ta	NA	NA	96.2	98.4	99.8	99.4	99.6	NA
xglm-topic3shot-domain200	en-ta	NA	NA	93.0	97.4	91.0	99.0	99.4	NA
xglm-domain3shot-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ta	NA	NA	96.4	98.4	99.2	99.8	99.4	NA
xglm-rand-topic3shot-seen200	en-ta	NA	NA	91.6	98.4	95.6	99.0	99.6	94.8
xglm-base	cs-en	91.8	91.6	89.2	97.8	98.4	97.4	99.6	85.8
xglm-label	cs-en	97.2	97.0	88.2	98.2	99.6	99.8	99.6	NA
xglm-keywords10-seen500	cs-en	86.8	83.0	68.8	95.8	97.2	93.8	98.4	NA
xglm-topic3shot-seen500	cs-en	98.2	99.4	94.2	98.2	99.4	100.0	99.6	NA
xglm-rand-label	cs-en	96.2	96.8	91.0	97.6	99.4	99.6	99.6	NA
verbose-base	cs-en	97.8	97.4	92.0	97.8	99.4	99.2	99.8	NA
xglm-keywords30-seen500	cs-en	88.0	81.0	70.2	97.6	97.2	89.0	98.6	NA
xglm-rand-keywords10-seen500	cs-en	90.4	81.6	68.0	96.4	97.4	94.4	98.4	NA
xglm-rand-keywords10-seen-all	cs-en	93.0	85.2	77.2	97.6	98.2	94.6	99.8	NA
xglm-rand-topic3shot-seen500	cs-en	98.2	99.4	94.2	98.0	99.4	100.0	99.6	NA
xglm-rand-3shot-seen-all	cs-en	0.6	4.2	5.4	4.8	2.6	0.6	2.2	NA
xglm-bm25-3shot-seen-all	cs-en	0.4	0.2	0.6	0.2	0.2	0.0	0.4	NA
xglm-sentsim-3shot-seen-all	cs-en	1.0	5.4	3.2	2.4	1.8	7.0	2.6	NA
xglm-topic1shot-seen500	cs-en	97.2	98.0	94.6	98.0	99.6	99.8	99.4	NA
xglm-topic5shot-seen500	cs-en	98.0	99.0	95.0	98.2	99.2	100.0	99.8	NA
xglm-topic3shot-seen200	cs-en	98.0	88.0	82.0	97.8	99.8	100.0	100.0	85.4
xglm-topic3shot-seen1000	cs-en	97.6	99.2	94.4	98.6	99.4	99.8	99.8	NA
xglm-bm25-3shot-langs	cs-en	98.6	99.8	94.2	97.8	99.8	100.0	100.0	NA
xglm-sentsim-3shot-langs	cs-en	98.6	99.6	95.6	97.6	99.8	100.0	99.6	NA
xglm-topic3shot-lang500	cs-en	97.6	99.6	94.8	98.2	99.4	99.8	99.6	NA
xglm-topic3shot-domain200	cs-en	97.6	99.4	93.8	98.6	99.8	99.8	99.6	NA
xglm-domain3shot-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	cs-en	97.8	99.2	94.2	97.4	99.6	NA	99.6	NA
xglm-rand-topic3shot-seen200	cs-en	91.8	92.4	83.0	95.8	96.6	NA	97.6	NA
xglm-base	fr-en	95.4	95.2	95.0	99.2	99.2	99.0	99.8	94.8
xglm-label	fr-en	96.4	99.0	91.2	99.0	99.4	99.6	99.4	NA
xglm-keywords10-seen500	fr-en	83.4	86.2	81.0	95.6	94.0	93.6	92.0	NA
xglm-topic3shot-seen500	fr-en	98.2	99.8	96.6	98.8	99.6	99.8	99.6	NA
xglm-rand-label	fr-en	96.4	97.8	92.0	99.0	99.2	99.8	99.6	NA
verbose-base	fr-en	97.0	98.6	93.8	98.8	99.2	100.0	99.4	NA
xglm-keywords30-seen500	fr-en	78.2	81.0	82.0	97.2	95.0	92.8	94.4	NA
xglm-rand-keywords10-seen500	fr-en	89.2	87.2	78.8	94.0	95.4	92.6	96.0	NA
xglm-rand-keywords10-seen-all	fr-en	92.6	90.0	86.4	98.0	97.8	93.2	98.6	NA
xglm-rand-topic3shot-seen500	fr-en	98.2	99.8	96.6	98.8	99.6	99.8	99.6	NA
xglm-rand-3shot-seen-all	fr-en	2.8	3.8	3.6	6.2	4.0	1.6	3.0	NA
xglm-bm25-3shot-seen-all	fr-en	0.4	2.0	1.8	0.6	0.6	0.2	0.8	NA
xglm-sentsim-3shot-seen-all	fr-en	1.0	7.0	4.0	3.2	5.8	5.4	4.2	NA
xglm-topic1shot-seen500	fr-en	96.8	99.8	94.4	99.0	99.4	99.6	99.8	NA
xglm-topic5shot-seen500	fr-en	98.4	99.8	96.4	98.8	99.4	99.8	99.8	NA
xglm-topic3shot-seen200	fr-en	98.6	93.6	95.6	98.0	99.4	100.0	99.6	93.6
xglm-topic3shot-seen1000	fr-en	98.8	99.8	96.0	98.6	99.6	100.0	99.6	NA
xglm-bm25-3shot-langs	fr-en	98.2	99.8	97.2	98.6	99.2	100.0	99.8	NA
xglm-sentsim-3shot-langs	fr-en	98.6	99.8	95.8	98.4	99.2	100.0	99.6	NA
xglm-topic3shot-lang500	fr-en	98.4	99.8	96.4	99.4	99.8	100.0	99.8	NA
xglm-topic3shot-domain200	fr-en	98.4	99.6	95.0	99.2	99.8	100.0	99.6	NA
xglm-domain3shot-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	fr-en	98.6	99.8	95.2	99.2	99.4	NA	99.6	NA
xglm-rand-topic3shot-seen200	fr-en	93.4	95.6	90.4	98.6	98.4	NA	98.0	NA
xglm-base	lt-en	88.4	91.0	86.0	94.6	96.2	NA	95.4	77.0
xglm-label	lt-en	90.6	96.2	83.8	94.6	96.6	NA	98.4	NA
xglm-keywords10-seen500	lt-en	83.2	88.8	66.0	92.0	93.6	NA	95.8	NA
xglm-topic3shot-seen500	lt-en	96.2	98.4	90.0	95.8	98.0	NA	98.6	NA
xglm-rand-label	lt-en	92.0	94.6	85.4	94.6	96.4	NA	97.4	NA
verbose-base	lt-en	92.8	95.8	84.8	95.6	96.8	NA	96.2	NA
xglm-keywords30-seen500	lt-en	80.2	83.6	67.0	93.4	94.8	NA	94.8	NA
xglm-rand-keywords10-seen500	lt-en	87.4	86.4	70.8	91.8	93.4	NA	96.0	NA
xglm-rand-keywords10-seen-all	lt-en	89.6	89.8	73.2	95.8	94.8	NA	96.8	NA
xglm-rand-topic3shot-seen500	lt-en	96.2	98.4	90.0	95.8	98.0	NA	98.6	NA
xglm-rand-3shot-seen-all	lt-en	1.0	0.4	2.4	4.0	1.0	NA	1.2	NA
xglm-bm25-3shot-seen-all	lt-en	0.4	0.2	1.0	0.6	0.4	NA	1.0	NA
xglm-sentsim-3shot-seen-all	lt-en	0.6	1.0	2.0	1.4	1.2	NA	0.6	NA
xglm-topic1shot-seen500	lt-en	92.2	97.2	89.8	97.8	97.4	NA	99.0	NA
xglm-topic5shot-seen500	lt-en	96.8	97.8	87.2	95.6	97.6	NA	99.0	NA
xglm-topic3shot-seen200	lt-en	95.8	79.4	91.0	95.4	98.0	NA	97.6	77.6
xglm-topic3shot-seen1000	lt-en	96.8	98.2	89.2	95.8	98.2	NA	98.2	NA
xglm-bm25-3shot-langs	lt-en	97.6	99.2	91.4	94.8	98.8	NA	98.8	NA
xglm-sentsim-3shot-langs	lt-en	98.8	98.6	91.0	97.2	99.6	NA	99.4	NA
xglm-topic3shot-lang500	lt-en	96.4	98.4	89.4	95.2	98.6	NA	99.2	NA
xglm-topic3shot-domain200	lt-en	96.6	98.2	86.0	96.4	97.6	NA	98.8	NA
xglm-domain3shot-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	lt-en	96.0	98.2	89.8	96.2	98.4	NA	98.0	NA
xglm-rand-topic3shot-seen200	lt-en	82.8	85.4	73.6	88.8	89.8	NA	89.6	NA
xglm-base	ro-en	92.4	91.4	89.6	97.6	98.0	98.6	99.2	89.4
xglm-label	ro-en	96.8	98.4	84.8	98.6	99.0	99.8	99.6	NA
xglm-keywords10-seen500	ro-en	83.8	86.8	72.0	97.0	95.2	94.0	93.4	NA
xglm-topic3shot-seen500	ro-en	97.4	99.4	91.4	98.2	98.6	99.4	99.6	NA
xglm-rand-label	ro-en	96.2	98.0	85.8	98.2	99.2	99.6	99.8	NA
verbose-base	ro-en	97.0	98.8	88.4	97.6	99.2	100.0	99.6	NA
xglm-keywords30-seen500	ro-en	78.8	84.6	73.4	98.0	95.4	91.8	95.4	NA
xglm-rand-keywords10-seen500	ro-en	92.6	88.2	73.2	96.8	97.0	93.2	96.8	NA
xglm-rand-keywords10-seen-all	ro-en	96.0	93.0	79.8	98.4	98.8	96.6	99.2	NA
xglm-rand-topic3shot-seen500	ro-en	97.4	99.4	91.4	98.2	98.4	99.4	99.6	NA
xglm-rand-3shot-seen-all	ro-en	0.8	2.6	3.0	2.2	2.4	0.6	2.2	NA
xglm-bm25-3shot-seen-all	ro-en	0.0	0.6	1.4	1.4	1.0	0.0	1.8	NA
xglm-sentsim-3shot-seen-all	ro-en	0.4	3.2	1.8	0.4	3.0	4.8	1.4	NA
xglm-topic1shot-seen500	ro-en	96.8	99.8	90.8	98.2	98.0	99.4	99.4	NA
xglm-topic5shot-seen500	ro-en	97.2	99.8	91.2	98.0	98.6	99.4	99.4	NA
xglm-topic3shot-seen200	ro-en	98.4	94.8	81.4	98.0	98.8	99.6	99.0	88.0
xglm-topic3shot-seen1000	ro-en	97.6	100.0	91.4	97.4	99.0	99.8	99.6	NA
xglm-bm25-3shot-langs	ro-en	98.2	100.0	90.8	97.8	99.0	99.8	99.6	NA
xglm-sentsim-3shot-langs	ro-en	99.0	99.8	91.6	98.0	99.2	99.8	99.8	NA
xglm-topic3shot-lang500	ro-en	98.4	99.8	92.4	98.2	99.0	99.6	99.8	NA
xglm-topic3shot-domain200	ro-en	98.0	99.8	92.8	97.6	98.6	99.8	99.8	NA
xglm-domain3shot-all	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	ro-en	99.0	99.4	91.4	97.4	98.8	NA	99.6	NA
xglm-rand-topic3shot-seen200	ro-en	93.6	95.0	82.4	96.0	97.0	NA	98.2	NA
xglm-base	mean	55.1	67.2	50.6	83.1	76.1	82.8	82.5	57.3
xglm-label	mean	79.6	90.8	64.7	93.7	89.2	94.9	96.0	58.0
xglm-keywords10-seen500	mean	78.8	81.0	60.6	92.2	88.8	88.8	95.4	NA
xglm-topic3shot-seen500	mean	96.1	98.5	91.3	95.6	96.6	99.0	98.4	NA
xglm-rand-label	mean	78.3	87.7	66.5	92.3	88.9	96.0	95.5	61.6
verbose-base	mean	95.6	97.4	89.8	94.9	97.0	98.4	97.8	90.5
xglm-keywords30-seen500	mean	77.4	78.5	58.1	92.1	88.4	85.9	95.4	NA
xglm-rand-keywords10-seen500	mean	80.5	81.0	60.5	92.5	89.4	87.6	96.3	NA
xglm-rand-keywords10-seen-all	mean	80.2	81.9	62.7	93.7	90.2	88.7	97.2	NA
xglm-rand-topic3shot-seen500	mean	96.2	98.5	91.3	95.6	96.6	99.0	98.5	NA
xglm-rand-3shot-seen-all	mean	49.4	55.4	48.6	58.5	56.5	59.7	59.6	NA
xglm-bm25-3shot-seen-all	mean	44.5	48.8	43.7	51.0	50.0	54.0	54.5	NA
xglm-sentsim-3shot-seen-all	mean	45.2	54.6	49.2	55.3	54.9	59.6	58.3	NA
xglm-topic1shot-seen500	mean	90.4	94.4	85.8	93.2	93.7	95.3	96.6	NA
xglm-topic5shot-seen500	mean	95.8	98.6	91.1	96.1	97.2	99.4	98.8	NA
xglm-topic3shot-seen200	mean	95.8	92.4	87.5	95.8	96.7	98.6	98.3	87.4
xglm-topic3shot-seen1000	mean	96.0	98.5	91.2	96.1	97.3	99.4	98.1	NA
xglm-bm25-3shot-langs	mean	98.3	99.4	94.1	96.6	98.5	99.8	99.4	NA
xglm-sentsim-3shot-langs	mean	98.1	99.5	93.7	96.9	98.5	99.6	99.2	NA
xglm-topic3shot-lang500	mean	97.5	99.3	92.6	96.8	98.3	99.5	99.2	NA
