modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-seen1000	en-fi	13.9	19.4	7.3	7.1	11.7	NA	12.5	NA
xglm-bm25-3shot-langs	en-fi	13.4	17.9	5.5	6.1	10.1	NA	11.9	NA
xglm-sentsim-3shot-langs	en-fi	13.4	17.6	5.4	6.9	10.1	NA	12.3	NA
xglm-topic3shot-lang500	en-fi	13.1	18.7	5.3	7.0	9.9	NA	12.0	NA
xglm-topic3shot-domain200	en-fi	14.4	19.7	9.0	7.2	11.8	NA	12.5	NA
xglm-domain3shot-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fi	12.7	18.2	5.2	6.6	10.2	NA	12.1	NA
xglm-rand-topic3shot-seen200	en-fi	15.2	19.8	6.9	7.1	11.7	NA	13.7	15.4
xglm-base	en-fr	58.3	82.8	74.6	24.2	44.3	63.5	34.2	60.8
xglm-label	en-fr	33.6	41.5	26.4	10.2	20.5	34.4	17.9	30.6
xglm-keywords10-seen500	en-fr	42.9	66.0	61.6	16.8	30.2	52.7	21.9	NA
xglm-topic3shot-seen500	en-fr	20.1	29.1	16.2	9.0	16.2	17.8	18.0	NA
xglm-rand-label	en-fr	32.3	45.0	33.4	10.5	20.4	28.7	18.0	30.8
verbose-base	en-fr	19.1	30.0	14.9	9.2	16.6	18.4	18.9	12.8
xglm-keywords30-seen500	en-fr	43.5	69.0	74.2	16.9	34.3	59.1	22.4	NA
xglm-rand-keywords10-seen500	en-fr	40.0	63.8	60.3	15.1	30.5	54.1	21.1	NA
xglm-rand-keywords10-seen-all	en-fr	39.4	63.2	66.7	13.6	28.9	51.7	20.3	NA
xglm-rand-topic3shot-seen500	en-fr	19.9	29.3	16.2	9.0	16.2	17.8	18.0	NA
xglm-rand-3shot-seen-all	en-fr	19.0	30.6	15.1	8.6	15.7	18.4	18.1	NA
xglm-bm25-3shot-seen-all	en-fr	24.3	47.0	16.1	10.3	18.2	24.0	20.7	NA
xglm-sentsim-3shot-seen-all	en-fr	18.9	29.8	15.2	8.6	15.8	18.5	18.0	NA
xglm-topic1shot-seen500	en-fr	31.5	42.8	29.4	10.6	21.1	26.1	22.7	NA
xglm-topic5shot-seen500	en-fr	20.4	30.1	15.3	8.6	15.8	17.8	18.0	NA
xglm-topic3shot-seen200	en-fr	20.6	29.6	19.3	8.8	16.0	18.4	17.9	13.9
xglm-topic3shot-seen1000	en-fr	20.7	29.4	15.9	8.6	15.4	17.4	17.9	NA
xglm-bm25-3shot-langs	en-fr	18.6	28.8	15.1	8.8	15.4	16.7	18.2	NA
xglm-sentsim-3shot-langs	en-fr	18.7	28.9	14.8	8.6	15.9	16.6	17.8	NA
xglm-topic3shot-lang500	en-fr	19.0	28.7	15.2	8.6	15.4	16.9	18.2	NA
xglm-topic3shot-domain200	en-fr	19.7	32.5	18.4	8.8	16.2	19.7	18.0	NA
xglm-domain3shot-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-fr	18.3	29.0	15.1	8.6	15.7	17.5	17.9	NA
xglm-rand-topic3shot-seen200	en-fr	NA	NA	NA	NA	NA	NA	NA	14.0
xglm-base	en-lt	99.2	84.6	69.9	25.2	53.4	NA	57.0	79.2
xglm-label	en-lt	25.0	36.5	12.2	8.8	24.0	NA	23.3	33.2
xglm-keywords10-seen500	en-lt	28.8	48.8	38.3	11.3	30.3	NA	27.2	NA
xglm-topic3shot-seen500	en-lt	18.4	29.9	6.1	8.9	20.9	NA	23.2	NA
xglm-rand-label	en-lt	22.8	42.4	15.8	9.8	23.2	NA	22.7	30.9
verbose-base	en-lt	19.7	33.5	6.7	11.1	25.0	NA	27.4	15.0
xglm-keywords30-seen500	en-lt	33.8	52.6	49.2	14.8	29.9	NA	30.1	NA
xglm-rand-keywords10-seen500	en-lt	28.7	49.9	39.6	10.7	28.7	NA	25.7	NA
xglm-rand-keywords10-seen-all	en-lt	33.0	49.7	37.6	11.6	27.0	NA	25.8	NA
xglm-rand-topic3shot-seen500	en-lt	18.6	29.7	6.2	9.0	21.1	NA	23.3	NA
xglm-rand-3shot-seen-all	en-lt	17.6	30.7	6.0	9.2	18.9	NA	21.8	NA
xglm-bm25-3shot-seen-all	en-lt	18.3	35.0	6.5	10.8	20.3	NA	23.6	NA
xglm-sentsim-3shot-seen-all	en-lt	16.6	29.0	5.9	7.7	19.0	NA	21.8	NA
xglm-topic1shot-seen500	en-lt	18.0	31.2	10.4	11.3	22.8	NA	25.4	NA
xglm-topic5shot-seen500	en-lt	19.0	31.0	7.0	10.2	22.0	NA	23.7	NA
xglm-topic3shot-seen200	en-lt	17.3	30.9	8.3	8.3	20.7	NA	23.2	15.2
xglm-topic3shot-seen1000	en-lt	17.9	31.0	6.5	10.5	21.1	NA	24.1	NA
xglm-bm25-3shot-langs	en-lt	15.4	27.3	6.2	7.5	15.9	NA	17.5	NA
xglm-sentsim-3shot-langs	en-lt	16.2	28.4	5.7	7.9	16.7	NA	19.2	NA
xglm-topic3shot-lang500	en-lt	16.9	28.3	6.0	8.6	18.9	NA	21.7	NA
xglm-topic3shot-domain200	en-lt	18.2	31.2	7.8	8.6	23.2	NA	23.2	NA
xglm-domain3shot-all	en-lt	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-lt	16.4	29.1	5.7	9.5	20.6	NA	22.3	NA
xglm-rand-topic3shot-seen200	en-lt	NA	NA	NA	NA	NA	NA	NA	16.9
xglm-base	en-ro	83.7	87.8	65.7	19.6	36.4	57.7	35.5	68.3
xglm-label	en-ro	27.5	38.9	15.0	8.9	16.8	22.5	15.8	35.8
xglm-keywords10-seen500	en-ro	37.6	53.8	48.0	10.7	17.8	29.6	17.0	NA
xglm-topic3shot-seen500	en-ro	19.3	27.6	7.1	8.0	14.4	17.1	16.3	NA
xglm-rand-label	en-ro	26.2	44.2	28.9	9.6	17.9	21.1	16.5	37.0
verbose-base	en-ro	18.1	27.7	7.3	8.1	14.6	17.5	16.7	17.6
xglm-keywords30-seen500	en-ro	37.5	57.0	65.9	12.7	18.1	33.6	18.1	NA
xglm-rand-keywords10-seen500	en-ro	34.0	57.3	48.7	11.0	17.6	31.0	17.3	NA
xglm-rand-keywords10-seen-all	en-ro	36.3	57.1	52.2	9.6	18.1	33.6	17.2	NA
xglm-rand-topic3shot-seen500	en-ro	19.3	27.6	7.1	8.0	14.4	17.1	16.2	NA
xglm-rand-3shot-seen-all	en-ro	18.3	27.6	7.0	8.0	14.1	17.2	16.2	NA
xglm-bm25-3shot-seen-all	en-ro	19.1	32.4	7.4	9.0	15.7	18.9	17.1	NA
xglm-sentsim-3shot-seen-all	en-ro	17.8	28.2	7.2	7.9	14.3	17.3	16.3	NA
xglm-topic1shot-seen500	en-ro	19.2	29.8	9.7	8.6	14.6	18.2	16.2	NA
xglm-topic5shot-seen500	en-ro	19.0	29.0	7.2	7.9	13.9	17.2	16.3	NA
xglm-topic3shot-seen200	en-ro	19.2	27.7	8.3	7.9	13.9	17.7	16.3	18.6
xglm-topic3shot-seen1000	en-ro	20.1	28.1	7.2	7.8	13.8	17.2	16.4	NA
xglm-bm25-3shot-langs	en-ro	18.3	26.8	6.9	7.6	14.0	16.6	16.2	NA
xglm-sentsim-3shot-langs	en-ro	18.6	27.0	6.7	7.5	13.7	16.7	16.2	NA
xglm-topic3shot-lang500	en-ro	17.7	26.9	6.9	7.6	13.6	17.1	16.0	NA
xglm-topic3shot-domain200	en-ro	18.7	28.3	9.0	8.2	14.2	17.3	16.4	NA
xglm-domain3shot-all	en-ro	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ro	17.8	27.3	7.0	7.6	14.0	17.1	16.2	NA
xglm-rand-topic3shot-seen200	en-ro	NA	NA	NA	NA	NA	NA	NA	18.0
xglm-base	en-ta	NA	NA	57.6	14.1	50.5	27.3	22.8	54.9
xglm-label	en-ta	NA	NA	24.1	10.4	22.6	24.3	16.4	29.8
xglm-keywords10-seen500	en-ta	NA	NA	28.4	11.9	31.6	22.9	18.9	NA
xglm-topic3shot-seen500	en-ta	NA	NA	8.3	10.0	23.1	21.4	18.1	NA
xglm-rand-label	en-ta	NA	NA	29.6	10.6	24.2	23.7	16.2	26.7
verbose-base	en-ta	NA	NA	9.4	14.0	24.4	22.4	21.1	18.4
xglm-keywords30-seen500	en-ta	NA	NA	30.4	13.9	36.6	24.2	18.5	NA
xglm-rand-keywords10-seen500	en-ta	NA	NA	31.6	12.1	31.8	24.7	18.4	NA
xglm-rand-keywords10-seen-all	en-ta	NA	NA	30.2	11.3	32.5	23.3	18.2	NA
xglm-rand-topic3shot-seen500	en-ta	NA	NA	8.3	10.0	23.0	21.5	17.9	NA
xglm-rand-3shot-seen-all	en-ta	NA	NA	8.1	9.9	23.4	21.2	17.5	NA
xglm-bm25-3shot-seen-all	en-ta	NA	NA	8.5	10.4	25.6	22.6	18.6	NA
xglm-sentsim-3shot-seen-all	en-ta	NA	NA	7.4	10.2	23.6	20.2	18.4	NA
xglm-topic1shot-seen500	en-ta	NA	NA	11.6	10.0	24.0	22.0	17.8	NA
xglm-topic5shot-seen500	en-ta	NA	NA	9.0	9.7	22.8	21.6	17.7	NA
xglm-topic3shot-seen200	en-ta	NA	NA	10.7	10.8	22.9	21.6	18.8	17.2
xglm-topic3shot-seen1000	en-ta	NA	NA	8.5	9.6	22.7	21.2	18.4	NA
xglm-bm25-3shot-langs	en-ta	NA	NA	5.8	8.7	21.3	17.5	16.8	NA
xglm-sentsim-3shot-langs	en-ta	NA	NA	7.9	8.6	23.2	19.2	18.3	NA
xglm-topic3shot-lang500	en-ta	NA	NA	8.8	10.2	25.3	20.2	18.1	NA
xglm-topic3shot-domain200	en-ta	NA	NA	9.4	9.9	24.3	21.7	16.5	NA
xglm-domain3shot-all	en-ta	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	en-ta	NA	NA	8.5	10.5	23.2	22.0	18.4	NA
xglm-rand-topic3shot-seen200	en-ta	NA	NA	9.7	10.9	23.0	21.7	18.2	17.2
xglm-base	cs-en	27.8	43.9	28.3	7.9	14.8	31.3	16.0	31.3
xglm-label	cs-en	20.7	32.9	12.0	7.6	12.7	26.9	15.8	NA
xglm-keywords10-seen500	cs-en	33.2	51.3	40.9	9.3	15.6	36.0	18.2	NA
xglm-topic3shot-seen500	cs-en	18.2	30.4	7.2	7.4	12.7	21.7	15.8	NA
xglm-rand-label	cs-en	22.0	36.6	13.7	7.5	12.9	26.5	15.8	NA
verbose-base	cs-en	26.4	40.2	11.7	11.5	19.3	30.4	22.4	NA
xglm-keywords30-seen500	cs-en	35.9	60.3	46.9	8.2	16.8	49.0	17.7	NA
xglm-rand-keywords10-seen500	cs-en	29.8	54.3	42.1	9.4	16.5	40.7	18.0	NA
xglm-rand-keywords10-seen-all	cs-en	30.6	49.5	35.8	8.4	14.3	43.9	16.9	NA
xglm-rand-topic3shot-seen500	cs-en	18.0	30.4	7.2	7.4	12.7	21.7	15.8	NA
xglm-rand-3shot-seen-all	cs-en	16.3	25.0	6.6	6.5	11.1	17.1	13.8	NA
xglm-bm25-3shot-seen-all	cs-en	16.3	24.5	6.4	6.5	11.1	17.0	13.8	NA
xglm-sentsim-3shot-seen-all	cs-en	16.3	24.9	6.4	6.5	11.1	18.7	13.8	NA
xglm-topic1shot-seen500	cs-en	18.2	31.2	8.6	7.6	13.1	22.3	15.9	NA
xglm-topic5shot-seen500	cs-en	17.9	30.2	7.3	7.5	13.1	23.2	15.8	NA
xglm-topic3shot-seen200	cs-en	18.7	35.5	14.8	7.4	12.7	22.8	15.8	19.4
xglm-topic3shot-seen1000	cs-en	18.9	30.2	7.3	7.4	12.7	23.2	15.7	NA
xglm-bm25-3shot-langs	cs-en	17.7	30.0	7.1	7.5	12.9	22.4	15.9	NA
xglm-sentsim-3shot-langs	cs-en	17.4	29.4	7.1	7.6	12.9	22.2	16.4	NA
xglm-topic3shot-lang500	cs-en	17.6	29.7	7.4	7.6	13.0	22.6	15.8	NA
xglm-topic3shot-domain200	cs-en	18.2	30.5	7.6	7.5	12.8	22.6	15.9	NA
xglm-domain3shot-all	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	cs-en	18.2	30.4	7.4	7.5	12.9	NA	15.9	NA
xglm-rand-topic3shot-seen200	cs-en	19.6	34.0	14.3	8.9	14.7	NA	16.7	NA
xglm-base	fr-en	28.5	45.8	32.2	8.8	17.0	25.3	18.2	24.2
xglm-label	fr-en	19.7	31.5	19.0	8.1	15.9	18.1	16.9	NA
xglm-keywords10-seen500	fr-en	36.5	52.0	37.3	11.1	21.0	29.2	25.2	NA
xglm-topic3shot-seen500	fr-en	17.3	30.0	14.4	7.7	14.4	17.3	16.4	NA
xglm-rand-label	fr-en	20.0	33.1	19.3	8.2	15.6	18.6	16.9	NA
verbose-base	fr-en	17.3	29.7	15.1	7.9	14.3	17.7	16.5	NA
xglm-keywords30-seen500	fr-en	46.7	64.3	45.2	10.3	22.5	37.7	22.8	NA
xglm-rand-keywords10-seen500	fr-en	32.9	51.6	41.1	13.4	21.3	32.0	21.3	NA
xglm-rand-keywords10-seen-all	fr-en	28.5	50.5	34.3	10.4	19.1	31.1	18.1	NA
xglm-rand-topic3shot-seen500	fr-en	17.3	30.0	14.4	7.7	14.4	17.5	16.4	NA
xglm-rand-3shot-seen-all	fr-en	19.3	30.1	15.7	8.1	15.2	16.7	17.6	NA
xglm-bm25-3shot-seen-all	fr-en	19.3	30.2	15.7	8.1	15.2	16.7	17.6	NA
xglm-sentsim-3shot-seen-all	fr-en	19.3	30.1	15.6	8.1	15.2	16.7	17.6	NA
xglm-topic1shot-seen500	fr-en	16.5	30.0	15.9	7.8	14.6	17.3	16.6	NA
xglm-topic5shot-seen500	fr-en	17.5	29.6	14.3	7.7	14.3	16.9	16.4	NA
xglm-topic3shot-seen200	fr-en	17.1	33.8	14.6	7.7	14.3	17.4	16.6	16.1
xglm-topic3shot-seen1000	fr-en	16.8	29.5	14.6	7.6	14.3	16.9	16.5	NA
xglm-bm25-3shot-langs	fr-en	16.5	29.2	13.7	7.7	14.2	18.3	16.4	NA
xglm-sentsim-3shot-langs	fr-en	16.4	29.4	14.1	7.8	14.2	18.2	16.5	NA
xglm-topic3shot-lang500	fr-en	16.7	29.4	14.3	7.7	14.3	17.4	16.5	NA
xglm-topic3shot-domain200	fr-en	16.8	29.6	15.7	7.7	14.2	17.7	16.5	NA
xglm-domain3shot-all	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	fr-en	16.8	29.5	14.6	7.8	14.2	NA	16.5	NA
xglm-rand-topic3shot-seen200	fr-en	19.9	34.3	20.2	8.1	15.5	NA	17.8	NA
xglm-base	lt-en	29.9	52.8	31.4	7.8	18.0	NA	19.1	33.3
xglm-label	lt-en	19.7	37.7	10.0	6.2	14.6	NA	15.0	NA
xglm-keywords10-seen500	lt-en	30.8	52.5	35.1	8.9	19.1	NA	18.5	NA
xglm-topic3shot-seen500	lt-en	17.5	31.4	7.2	6.5	13.8	NA	15.3	NA
xglm-rand-label	lt-en	19.7	37.2	9.7	6.5	16.2	NA	16.1	NA
verbose-base	lt-en	20.6	35.3	8.2	7.2	16.9	NA	18.4	NA
xglm-keywords30-seen500	lt-en	36.0	68.0	41.7	7.4	19.6	NA	19.5	NA
xglm-rand-keywords10-seen500	lt-en	30.3	56.9	37.4	9.8	20.0	NA	19.4	NA
xglm-rand-keywords10-seen-all	lt-en	26.0	53.4	32.8	7.5	20.7	NA	18.4	NA
xglm-rand-topic3shot-seen500	lt-en	17.5	31.6	7.1	6.5	13.8	NA	15.3	NA
xglm-rand-3shot-seen-all	lt-en	14.0	21.1	5.6	5.1	11.4	NA	12.4	NA
xglm-bm25-3shot-seen-all	lt-en	14.2	21.2	5.6	5.1	11.4	NA	12.4	NA
xglm-sentsim-3shot-seen-all	lt-en	14.0	21.2	5.7	5.1	11.5	NA	12.4	NA
xglm-topic1shot-seen500	lt-en	16.5	31.6	7.7	6.7	14.7	NA	15.3	NA
xglm-topic5shot-seen500	lt-en	17.4	31.0	7.1	6.6	14.3	NA	15.7	NA
xglm-topic3shot-seen200	lt-en	16.9	38.6	8.2	6.2	13.8	NA	15.1	19.3
xglm-topic3shot-seen1000	lt-en	16.8	29.9	7.0	6.4	14.4	NA	15.9	NA
xglm-bm25-3shot-langs	lt-en	17.2	30.4	6.5	7.2	15.6	NA	16.0	NA
xglm-sentsim-3shot-langs	lt-en	16.5	30.9	6.7	6.8	14.7	NA	15.7	NA
xglm-topic3shot-lang500	lt-en	17.0	30.4	7.1	6.6	14.9	NA	15.5	NA
xglm-topic3shot-domain200	lt-en	16.6	31.6	7.9	6.6	15.0	NA	16.4	NA
xglm-domain3shot-all	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	lt-en	17.9	31.6	7.3	6.4	14.4	NA	15.3	NA
xglm-rand-topic3shot-seen200	lt-en	21.6	32.9	17.7	11.7	18.4	NA	19.4	NA
xglm-base	ro-en	28.7	44.9	31.1	9.8	15.9	19.1	17.5	34.1
xglm-label	ro-en	20.9	31.0	11.4	7.9	14.8	17.9	16.7	NA
xglm-keywords10-seen500	ro-en	37.2	47.2	36.2	10.0	19.1	24.7	21.9	NA
xglm-topic3shot-seen500	ro-en	18.5	29.7	8.0	7.8	13.9	16.7	15.8	NA
xglm-rand-label	ro-en	21.5	32.2	13.9	7.9	14.7	16.8	17.1	NA
verbose-base	ro-en	18.5	30.3	7.8	8.2	14.8	17.7	16.4	NA
xglm-keywords30-seen500	ro-en	44.9	57.0	46.8	10.1	19.6	31.6	20.6	NA
xglm-rand-keywords10-seen500	ro-en	29.5	52.0	36.8	9.8	18.9	26.5	20.1	NA
xglm-rand-keywords10-seen-all	ro-en	28.6	45.0	35.8	8.8	17.0	28.4	17.6	NA
xglm-rand-topic3shot-seen500	ro-en	18.5	29.6	8.0	7.8	13.9	16.7	15.8	NA
xglm-rand-3shot-seen-all	ro-en	18.7	27.4	7.7	7.7	13.8	15.8	15.5	NA
xglm-bm25-3shot-seen-all	ro-en	18.7	27.3	7.5	7.7	13.8	15.8	15.6	NA
xglm-sentsim-3shot-seen-all	ro-en	18.7	27.4	7.2	7.7	13.9	16.2	15.5	NA
xglm-topic1shot-seen500	ro-en	17.4	29.8	8.3	7.9	14.3	17.2	15.8	NA
xglm-topic5shot-seen500	ro-en	17.9	29.5	7.5	7.8	13.9	16.9	15.9	NA
xglm-topic3shot-seen200	ro-en	18.2	32.0	15.1	7.9	13.8	16.7	15.8	20.8
xglm-topic3shot-seen1000	ro-en	18.0	29.7	7.3	7.8	14.1	16.7	15.7	NA
xglm-bm25-3shot-langs	ro-en	17.7	29.6	7.0	7.9	14.0	18.6	15.8	NA
xglm-sentsim-3shot-langs	ro-en	17.7	29.5	7.6	8.0	14.1	18.7	15.9	NA
xglm-topic3shot-lang500	ro-en	17.7	29.5	7.2	7.8	13.9	19.0	15.8	NA
xglm-topic3shot-domain200	ro-en	18.0	29.6	8.2	7.8	13.9	17.8	15.8	NA
xglm-domain3shot-all	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-3shot-langs	ro-en	18.0	29.4	7.8	7.9	13.9	NA	15.8	NA
xglm-rand-topic3shot-seen200	ro-en	21.4	32.3	15.2	8.3	14.4	NA	15.8	NA
xglm-base	mean	59.4	71.3	55.8	16.6	33.1	41.2	29.8	54.2
xglm-label	mean	24.9	36.5	17.0	8.5	17.8	24.2	16.7	35.4
xglm-keywords10-seen500	mean	34.2	52.2	43.6	11.2	22.6	33.7	19.7	NA
xglm-topic3shot-seen500	mean	18.0	28.1	9.2	7.9	15.3	18.3	16.5	NA
xglm-rand-label	mean	24.5	39.4	23.3	8.8	18.0	22.8	17.1	34.2
verbose-base	mean	18.6	30.0	9.5	9.2	16.8	19.9	18.4	14.7
xglm-keywords30-seen500	mean	38.4	59.5	53.5	12.5	24.6	40.9	20.2	NA
xglm-rand-keywords10-seen500	mean	32.5	53.9	45.0	11.3	22.9	36.4	19.2	NA
xglm-rand-keywords10-seen-all	mean	32.1	52.7	43.9	10.4	22.1	36.1	18.1	NA
xglm-rand-topic3shot-seen500	mean	17.9	28.1	9.2	7.9	15.3	18.3	16.5	NA
xglm-rand-3shot-seen-all	mean	16.9	26.8	8.9	7.7	14.7	17.8	16.1	NA
xglm-bm25-3shot-seen-all	mean	19.0	33.8	9.6	8.5	16.2	20.2	17.4	NA
xglm-sentsim-3shot-seen-all	mean	16.9	26.7	8.7	7.7	14.7	17.9	16.3	NA
xglm-topic1shot-seen500	mean	20.4	32.3	13.7	8.8	16.8	20.2	17.6	NA
xglm-topic5shot-seen500	mean	18.2	28.3	9.0	8.0	15.2	18.4	16.6	NA
xglm-topic3shot-seen200	mean	17.6	32.7	11.8	8.0	15.3	18.7	16.9	16.9
xglm-topic3shot-seen1000	mean	17.8	28.1	9.2	8.0	15.2	18.2	16.8	NA
xglm-bm25-3shot-langs	mean	16.6	27.1	8.3	7.6	14.4	18.0	15.9	NA
xglm-sentsim-3shot-langs	mean	16.6	27.2	8.5	7.7	14.6	18.2	16.3	NA
xglm-topic3shot-lang500	mean	16.7	27.3	8.7	7.8	14.9	18.4	16.4	NA
